Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.503 [0.469 - 0.538],0.501 [0.499 - 0.502],0.514 [0.441 - 0.573],0.501 [0.499 - 0.502],0.001 [0.001 - 0.001],0.014 [-0.058 - 0.072],0.003 [0.002 - 0.003]
Demographic,0.561 [0.531 - 0.597],0.543 [0.541 - 0.544],0.541 [0.491 - 0.599],0.543 [0.541 - 0.544],0.001 [0.001 - 0.002],0.083 [0.033 - 0.141],0.003 [0.002 - 0.004]
Metabolite+Demographic,0.548 [0.520 - 0.575],0.540 [0.538 - 0.543],0.547 [0.492 - 0.600],0.540 [0.538 - 0.543],0.001 [0.001 - 0.002],0.087 [0.033 - 0.140],0.003 [0.003 - 0.003]
