Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.492 [0.467 - 0.522],0.484 [0.482 - 0.486],0.487 [0.440 - 0.537],0.484 [0.482 - 0.486],0.002 [0.002 - 0.002],-0.028 [-0.076 - 0.020],0.004 [0.003 - 0.004]
Demographic,0.600 [0.577 - 0.624],0.578 [0.576 - 0.580],0.578 [0.532 - 0.617],0.578 [0.576 - 0.580],0.003 [0.002 - 0.003],0.157 [0.110 - 0.195],0.005 [0.005 - 0.006]
Metabolite+Demographic,0.580 [0.558 - 0.608],0.567 [0.565 - 0.569],0.564 [0.523 - 0.617],0.567 [0.565 - 0.569],0.003 [0.002 - 0.003],0.132 [0.089 - 0.184],0.005 [0.005 - 0.006]
