Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.649 [0.640 - 0.661],0.608 [0.605 - 0.610],0.605 [0.586 - 0.629],0.608 [0.605 - 0.610],0.017 [0.016 - 0.017],0.213 [0.193 - 0.236],0.032 [0.031 - 0.034]
Demographic,0.814 [0.803 - 0.823],0.745 [0.743 - 0.747],0.747 [0.725 - 0.768],0.745 [0.743 - 0.747],0.031 [0.029 - 0.032],0.491 [0.470 - 0.514],0.059 [0.057 - 0.062]
Metabolite+Demographic,0.814 [0.802 - 0.823],0.745 [0.743 - 0.747],0.745 [0.723 - 0.767],0.745 [0.743 - 0.747],0.031 [0.029 - 0.032],0.490 [0.468 - 0.512],0.059 [0.056 - 0.062]
