Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.562 [0.497 - 0.612],0.545 [0.543 - 0.547],0.545 [0.458 - 0.623],0.545 [0.543 - 0.547],0.001 [0.000 - 0.001],0.090 [0.005 - 0.168],0.001 [0.001 - 0.001]
Demographic,0.727 [0.671 - 0.773],0.680 [0.678 - 0.682],0.684 [0.591 - 0.777],0.680 [0.678 - 0.682],0.001 [0.001 - 0.001],0.363 [0.271 - 0.457],0.002 [0.002 - 0.002]
Metabolite+Demographic,0.689 [0.647 - 0.734],0.640 [0.638 - 0.642],0.638 [0.566 - 0.725],0.640 [0.638 - 0.642],0.001 [0.001 - 0.001],0.277 [0.206 - 0.365],0.002 [0.001 - 0.002]
