Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.498 [0.466 - 0.529],0.494 [0.492 - 0.496],0.494 [0.438 - 0.552],0.494 [0.492 - 0.496],0.001 [0.001 - 0.002],-0.010 [-0.067 - 0.046],0.003 [0.002 - 0.003]
Demographic,0.638 [0.607 - 0.666],0.594 [0.592 - 0.596],0.598 [0.542 - 0.642],0.594 [0.592 - 0.596],0.002 [0.002 - 0.002],0.192 [0.137 - 0.236],0.004 [0.003 - 0.005]
Metabolite+Demographic,0.625 [0.590 - 0.655],0.595 [0.593 - 0.597],0.601 [0.531 - 0.656],0.595 [0.593 - 0.597],0.002 [0.002 - 0.002],0.197 [0.127 - 0.251],0.004 [0.003 - 0.005]
