Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.489 [0.460 - 0.522],0.493 [0.491 - 0.495],0.489 [0.436 - 0.540],0.493 [0.491 - 0.495],0.002 [0.002 - 0.002],-0.019 [-0.071 - 0.034],0.004 [0.003 - 0.004]
Demographic,0.622 [0.598 - 0.648],0.592 [0.590 - 0.594],0.591 [0.545 - 0.637],0.592 [0.590 - 0.594],0.003 [0.002 - 0.003],0.184 [0.136 - 0.229],0.006 [0.005 - 0.006]
Metabolite+Demographic,0.611 [0.585 - 0.635],0.578 [0.576 - 0.581],0.572 [0.528 - 0.619],0.578 [0.576 - 0.581],0.003 [0.002 - 0.003],0.149 [0.107 - 0.197],0.005 [0.005 - 0.006]
