Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.511 [0.471 - 0.552],0.495 [0.492 - 0.497],0.489 [0.410 - 0.556],0.495 [0.492 - 0.497],0.001 [0.001 - 0.002],-0.017 [-0.095 - 0.051],0.003 [0.002 - 0.003]
Demographic,0.560 [0.519 - 0.600],0.559 [0.557 - 0.562],0.557 [0.487 - 0.630],0.559 [0.557 - 0.562],0.002 [0.001 - 0.002],0.117 [0.048 - 0.190],0.003 [0.003 - 0.004]
Metabolite+Demographic,0.536 [0.489 - 0.576],0.526 [0.523 - 0.529],0.529 [0.455 - 0.590],0.526 [0.523 - 0.529],0.002 [0.001 - 0.002],0.055 [-0.019 - 0.115],0.003 [0.002 - 0.004]
