Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.573 [0.546 - 0.594],0.559 [0.557 - 0.560],0.563 [0.526 - 0.598],0.559 [0.557 - 0.560],0.003 [0.003 - 0.004],0.122 [0.084 - 0.156],0.006 [0.006 - 0.007]
Demographic,0.669 [0.649 - 0.685],0.625 [0.623 - 0.628],0.624 [0.593 - 0.656],0.625 [0.623 - 0.628],0.004 [0.004 - 0.005],0.249 [0.217 - 0.281],0.008 [0.008 - 0.009]
Metabolite+Demographic,0.674 [0.654 - 0.695],0.635 [0.633 - 0.637],0.636 [0.592 - 0.664],0.635 [0.633 - 0.637],0.004 [0.004 - 0.005],0.271 [0.228 - 0.299],0.009 [0.008 - 0.009]
