Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.562 [0.553 - 0.571],0.550 [0.548 - 0.552],0.551 [0.538 - 0.565],0.550 [0.548 - 0.552],0.025 [0.024 - 0.026],0.100 [0.087 - 0.116],0.049 [0.047 - 0.050]
Demographic,0.691 [0.683 - 0.698],0.644 [0.642 - 0.646],0.644 [0.630 - 0.655],0.644 [0.642 - 0.646],0.037 [0.036 - 0.039],0.287 [0.276 - 0.299],0.070 [0.068 - 0.073]
Metabolite+Demographic,0.695 [0.688 - 0.703],0.646 [0.644 - 0.648],0.646 [0.634 - 0.659],0.646 [0.644 - 0.648],0.038 [0.036 - 0.039],0.292 [0.280 - 0.305],0.071 [0.069 - 0.073]
