Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.557 [0.548 - 0.569],0.546 [0.544 - 0.549],0.547 [0.530 - 0.564],0.546 [0.544 - 0.549],0.017 [0.016 - 0.017],0.094 [0.076 - 0.111],0.032 [0.030 - 0.034]
Demographic,0.614 [0.603 - 0.623],0.585 [0.583 - 0.588],0.587 [0.566 - 0.602],0.585 [0.583 - 0.588],0.019 [0.018 - 0.020],0.173 [0.152 - 0.187],0.037 [0.036 - 0.039]
Metabolite+Demographic,0.617 [0.605 - 0.626],0.583 [0.581 - 0.585],0.583 [0.567 - 0.599],0.583 [0.581 - 0.585],0.019 [0.018 - 0.020],0.166 [0.150 - 0.182],0.037 [0.035 - 0.039]
