Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.590 [0.558 - 0.620],0.572 [0.570 - 0.574],0.572 [0.518 - 0.624],0.572 [0.570 - 0.574],0.002 [0.002 - 0.002],0.144 [0.091 - 0.197],0.004 [0.003 - 0.004]
Demographic,0.619 [0.585 - 0.653],0.593 [0.591 - 0.595],0.595 [0.529 - 0.653],0.593 [0.591 - 0.595],0.002 [0.002 - 0.002],0.188 [0.122 - 0.247],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.633 [0.597 - 0.664],0.588 [0.586 - 0.590],0.589 [0.530 - 0.641],0.588 [0.586 - 0.590],0.002 [0.002 - 0.002],0.176 [0.117 - 0.230],0.004 [0.003 - 0.004]
