Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.500 [0.454 - 0.541],0.501 [0.500 - 0.504],0.500 [0.423 - 0.577],0.501 [0.500 - 0.504],0.001 [0.001 - 0.001],0.001 [-0.074 - 0.078],0.002 [0.002 - 0.002]
Demographic,0.523 [0.488 - 0.568],0.522 [0.520 - 0.524],0.518 [0.458 - 0.588],0.522 [0.520 - 0.524],0.001 [0.001 - 0.001],0.040 [-0.019 - 0.110],0.002 [0.002 - 0.002]
Metabolite+Demographic,0.496 [0.448 - 0.534],0.505 [0.503 - 0.507],0.500 [0.430 - 0.583],0.505 [0.503 - 0.507],0.001 [0.001 - 0.001],0.006 [-0.065 - 0.088],0.002 [0.002 - 0.002]
