Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.561 [0.550 - 0.575],0.546 [0.544 - 0.549],0.546 [0.524 - 0.567],0.546 [0.544 - 0.548],0.012 [0.011 - 0.013],0.092 [0.070 - 0.114],0.023 [0.022 - 0.025]
Demographic,0.635 [0.624 - 0.646],0.600 [0.598 - 0.603],0.597 [0.578 - 0.618],0.600 [0.597 - 0.603],0.015 [0.014 - 0.015],0.198 [0.179 - 0.218],0.029 [0.027 - 0.030]
Metabolite+Demographic,0.635 [0.625 - 0.645],0.604 [0.601 - 0.606],0.604 [0.585 - 0.623],0.604 [0.601 - 0.606],0.015 [0.014 - 0.016],0.207 [0.189 - 0.225],0.029 [0.028 - 0.031]
