Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.614 [0.579 - 0.650],0.579 [0.578 - 0.582],0.579 [0.520 - 0.639],0.579 [0.578 - 0.582],0.002 [0.002 - 0.002],0.159 [0.099 - 0.218],0.004 [0.003 - 0.005]
Demographic,0.716 [0.688 - 0.743],0.670 [0.668 - 0.672],0.672 [0.613 - 0.727],0.670 [0.668 - 0.672],0.003 [0.003 - 0.003],0.343 [0.283 - 0.397],0.006 [0.005 - 0.007]
Metabolite+Demographic,0.726 [0.696 - 0.747],0.667 [0.664 - 0.669],0.672 [0.619 - 0.720],0.667 [0.664 - 0.669],0.003 [0.003 - 0.003],0.339 [0.287 - 0.386],0.006 [0.005 - 0.006]
