Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.585 [0.547 - 0.627],0.566 [0.563 - 0.568],0.566 [0.500 - 0.638],0.566 [0.563 - 0.568],0.001 [0.001 - 0.001],0.132 [0.066 - 0.205],0.003 [0.002 - 0.003]
Demographic,0.678 [0.639 - 0.714],0.635 [0.633 - 0.638],0.645 [0.576 - 0.728],0.635 [0.633 - 0.638],0.002 [0.001 - 0.002],0.280 [0.211 - 0.362],0.003 [0.003 - 0.004]
Metabolite+Demographic,0.674 [0.640 - 0.704],0.640 [0.638 - 0.643],0.649 [0.574 - 0.709],0.640 [0.638 - 0.643],0.002 [0.001 - 0.002],0.289 [0.216 - 0.349],0.003 [0.003 - 0.004]
