Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.557 [0.554 - 0.560],0.541 [0.538 - 0.543],0.541 [0.538 - 0.545],0.541 [0.538 - 0.544],0.455 [0.451 - 0.458],0.082 [0.077 - 0.087],0.494 [0.491 - 0.497]
Demographic,0.592 [0.590 - 0.595],0.567 [0.565 - 0.570],0.568 [0.564 - 0.571],0.568 [0.565 - 0.570],0.481 [0.479 - 0.485],0.135 [0.131 - 0.140],0.521 [0.519 - 0.524]
Metabolite+Demographic,0.595 [0.592 - 0.597],0.567 [0.565 - 0.569],0.567 [0.564 - 0.571],0.567 [0.565 - 0.570],0.481 [0.478 - 0.484],0.135 [0.130 - 0.139],0.521 [0.518 - 0.524]
