Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.658 [0.647 - 0.666],0.612 [0.610 - 0.614],0.611 [0.592 - 0.624],0.612 [0.610 - 0.614],0.035 [0.034 - 0.037],0.223 [0.204 - 0.235],0.067 [0.064 - 0.069]
Demographic,0.690 [0.682 - 0.699],0.639 [0.637 - 0.641],0.638 [0.625 - 0.654],0.639 [0.637 - 0.642],0.040 [0.038 - 0.041],0.277 [0.266 - 0.293],0.074 [0.072 - 0.077]
Metabolite+Demographic,0.706 [0.697 - 0.714],0.651 [0.649 - 0.654],0.651 [0.636 - 0.667],0.651 [0.649 - 0.654],0.042 [0.040 - 0.043],0.303 [0.286 - 0.318],0.078 [0.076 - 0.081]
