Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,"0.081 [0.068,0.095]",2.110e-26,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,"0.067 [0.053,0.080]",6.836e-17,***,Creatinine
ApoB/ApoA1,"0.056 [0.044,0.069]",4.721e-13,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-VLDL-PL%,"0.052 [0.036,0.068]",3.020e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL,"0.050 [0.038,0.063]",8.433e-10,***,Phospholipids in Medium LDL
Leu,"0.050 [0.037,0.062]",7.568e-09,***,Leucine
XL-VLDL-CE,"0.049 [0.036,0.062]",1.286e-08,***,Cholesteryl Esters in Very Large VLDL
XL-HDL-C%,"0.049 [0.037,0.060]",7.264e-11,***,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-L,"0.048 [0.036,0.061]",5.284e-09,***,Total-Lipids in Medium LDL
M-LDL-C,"0.047 [0.035,0.060]",1.443e-08,***,Cholesterol in Medium LDL
M-LDL-CE,"0.047 [0.035,0.060]",1.320e-08,***,Cholesteryl Esters in Medium LDL
L-HDL-TG%,"0.047 [0.035,0.059]",1.543e-08,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-CE,"0.046 [0.034,0.059]",4.002e-08,***,Cholesteryl Esters in Small LDL
S-LDL-C,"0.046 [0.034,0.059]",5.981e-08,***,Cholesterol in Small LDL
S-LDL-L,"0.045 [0.033,0.057]",2.305e-07,***,Total-Lipids in Small LDL
XL-HDL-TG%,"0.045 [0.032,0.057]",2.148e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
LDL-PL,"0.044 [0.032,0.057]",8.068e-07,***,Phospholipids in LDL
M-LDL-FC,"0.044 [0.031,0.056]",1.335e-06,***,Free Cholesterol in Medium LDL
Total-BCAA,"0.044 [0.031,0.057]",1.171e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-C,"0.044 [0.031,0.056]",4.773e-06,***,Cholesterol in Very Large VLDL
S-LDL-P,"0.043 [0.030,0.055]",3.845e-06,***,Concentration of Small LDL Particles
MUFA%,"0.043 [0.030,0.055]",7.591e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-P,"0.042 [0.030,0.055]",5.219e-06,***,Concentration of Medium LDL Particles
LDL-L,"0.042 [0.030,0.055]",3.914e-06,***,Total-Lipids in LDL
Ile,"0.042 [0.030,0.055]",1.128e-05,***,Isoleucine
LDL-CE,"0.042 [0.029,0.054]",7.763e-06,***,Cholesteryl Esters in LDL
Clinical LDL-C,"0.042 [0.029,0.054]",8.014e-06,***,Clinical LDL Cholesterol
S-VLDL-CE,"0.041 [0.028,0.054]",9.732e-05,***,Cholesteryl Esters in Small VLDL
LDL-C,"0.041 [0.029,0.053]",1.312e-05,***,LDL Cholesterol
L-VLDL-FC,"0.041 [0.028,0.054]",6.832e-05,***,Free Cholesterol in Large VLDL
ApoB,"0.041 [0.029,0.054]",2.748e-05,***,Apolipoprotein B
L-VLDL-C,"0.041 [0.028,0.054]",1.058e-04,***,Cholesterol in Large VLDL
S-LDL-PL,"0.041 [0.028,0.053]",2.856e-05,***,Phospholipids in Small LDL
L-LDL-PL,"0.041 [0.028,0.053]",6.013e-05,***,Phospholipids in Large LDL
S-LDL-FC,"0.041 [0.028,0.053]",5.199e-05,***,Free Cholesterol in Small LDL
IDL-P,"0.040 [0.027,0.053]",2.400e-04,***,Concentration of IDL Particles
S-VLDL-C,"0.040 [0.027,0.053]",2.564e-04,***,Cholesterol in Small VLDL
LDL-P,"0.040 [0.027,0.052]",1.277e-04,***,Concentration of LDL Particles
Non-HDL-C,"0.040 [0.027,0.052]",6.228e-05,***,Total-Cholesterol Minus HDL-C
VLDL-C,"0.040 [0.027,0.052]",2.173e-04,***,VLDL Cholesterol
L-VLDL-CE,"0.039 [0.026,0.052]",9.423e-04,***,Cholesteryl Esters in Large VLDL
VLDL-CE,"0.039 [0.026,0.051]",5.767e-04,***,Cholesteryl Esters in VLDL
VLDL-FC,"0.038 [0.026,0.051]",6.396e-04,***,Free Cholesterol in VLDL
L-VLDL-FC%,"0.038 [0.024,0.052]",0.018,*,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL,"0.038 [0.026,0.051]",9.633e-04,***,Phospholipids in Large VLDL
LDL-FC,"0.038 [0.026,0.051]",4.354e-04,***,Free Cholesterol in LDL
L-LDL-L,"0.038 [0.026,0.051]",3.169e-04,***,Total-Lipids in Large LDL
M-VLDL-L,"0.038 [0.025,0.050]",6.859e-04,***,Total-Lipids in Medium VLDL
S-LDL-CE%,"0.038 [0.025,0.051]",0.001,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-L,"0.038 [0.025,0.050]",0.001,**,Total-Lipids in VLDL
M-VLDL-PL,"0.038 [0.025,0.050]",9.699e-04,***,Phospholipids in Medium VLDL
VLDL-PL,"0.038 [0.025,0.050]",0.001,**,Phospholipids in VLDL
L-VLDL-L,"0.037 [0.025,0.050]",0.002,**,Total-Lipids in Large VLDL
TG/PG,"0.037 [0.024,0.050]",0.004,**,Triglycerides to Phosphoglycerides ratio
VLDL-size,"0.037 [0.024,0.051]",0.011,*,Average Diameter for VLDL Particles
L-LDL-CE,"0.037 [0.025,0.050]",9.364e-04,***,Cholesteryl Esters in Large LDL
S-VLDL-PL,"0.037 [0.024,0.050]",0.002,**,Phospholipids in Small VLDL
M-HDL-TG%,"0.037 [0.024,0.050]",0.005,**,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-P,"0.037 [0.024,0.050]",0.002,**,Concentration of Medium VLDL Particles
L-LDL-C,"0.037 [0.025,0.049]",0.001,**,Cholesterol in Large LDL
S-VLDL-FC,"0.037 [0.024,0.049]",0.004,**,Free Cholesterol in Small VLDL
S-LDL-C%,"0.037 [0.024,0.049]",0.003,**,Cholesterol to Total-Lipids in Small LDL percentage
Remnant-C,"0.036 [0.024,0.049]",0.002,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XXL-VLDL-CE,"0.036 [0.024,0.049]",0.002,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-P,"0.036 [0.023,0.049]",0.005,**,Concentration of Large LDL Particles
XL-VLDL-L,"0.036 [0.023,0.048]",0.006,**,Total-Lipids in Very Large VLDL
XL-VLDL-PL,"0.036 [0.023,0.048]",0.005,**,Phospholipids in Very Large VLDL
M-VLDL-FC,"0.036 [0.023,0.049]",0.007,**,Free Cholesterol in Medium VLDL
XL-VLDL-FC,"0.036 [0.023,0.048]",0.006,**,Free Cholesterol in Very Large VLDL
S-VLDL-L,"0.035 [0.023,0.048]",0.012,*,Total-Lipids in Small VLDL
L-VLDL-P,"0.035 [0.023,0.048]",0.008,**,Concentration of Large VLDL Particles
L-LDL-FC,"0.035 [0.023,0.048]",0.011,*,Free Cholesterol in Large LDL
XL-VLDL-P,"0.035 [0.022,0.047]",0.011,*,Concentration of Very Large VLDL Particles
VLDL-P,"0.034 [0.021,0.047]",0.028,*,Concentration of VLDL Particles
MUFA,"0.032 [0.020,0.044]",0.034,*,Monounsaturated Fatty Acids
PUFA%,"-0.033 [-0.045,-0.022]",0.009,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,"-0.035 [-0.046,-0.023]",9.552e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"-0.036 [-0.048,-0.024]",4.817e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-L,"-0.036 [-0.049,-0.022]",0.038,*,Total-Lipids in Medium HDL
S-LDL-PL%,"-0.036 [-0.049,-0.023]",0.009,**,Phospholipids to Total-Lipids in Small LDL percentage
Omega-3%,"-0.036 [-0.049,-0.024]",0.004,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Albumin,"-0.037 [-0.049,-0.024]",0.003,**,Albumin
ApoA1,"-0.037 [-0.051,-0.023]",0.043,*,Apolipoprotein A1
Acetate,"-0.039 [-0.052,-0.027]",6.029e-05,***,Acetate
DHA,"-0.040 [-0.053,-0.027]",6.215e-04,***,Docosahexaenoic Acid
M-HDL-P,"-0.041 [-0.055,-0.027]",0.004,**,Concentration of Medium HDL Particles
PUFA/MUFA,"-0.041 [-0.054,-0.029]",2.113e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-PL%,"-0.041 [-0.054,-0.029]",4.753e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-FC,"-0.043 [-0.057,-0.028]",0.002,**,Free Cholesterol in Medium HDL
M-HDL-C,"-0.043 [-0.057,-0.029]",3.290e-04,***,Cholesterol in Medium HDL
M-HDL-CE,"-0.043 [-0.057,-0.029]",2.661e-04,***,Cholesteryl Esters in Medium HDL
HDL-PL,"-0.047 [-0.061,-0.033]",1.478e-05,***,Phospholipids in HDL
XL-HDL-FC,"-0.048 [-0.065,-0.032]",0.001,**,Free Cholesterol in Very Large HDL
HDL-L,"-0.049 [-0.063,-0.035]",2.410e-06,***,Total-Lipids in HDL
DHA%,"-0.053 [-0.066,-0.041]",4.662e-12,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
HDL-FC,"-0.055 [-0.070,-0.039]",1.019e-06,***,Free Cholesterol in HDL
XL-HDL-PL%,"-0.055 [-0.067,-0.044]",1.858e-15,***,Phospholipids to Total-Lipids in Very Large HDL percentage
HDL-C,"-0.057 [-0.072,-0.042]",9.677e-09,***,HDL Cholesterol
HDL-CE,"-0.058 [-0.073,-0.043]",4.662e-09,***,Cholesteryl Esters in HDL
XL-HDL-P,"-0.077 [-0.095,-0.060]",1.586e-12,***,Concentration of Very Large HDL Particles
XL-HDL-C,"-0.079 [-0.097,-0.062]",1.266e-13,***,Cholesterol in Very Large HDL
XL-HDL-L,"-0.085 [-0.103,-0.068]",7.331e-17,***,Total-Lipids in Very Large HDL
XL-HDL-CE,"-0.086 [-0.104,-0.069]",2.244e-16,***,Cholesteryl Esters in Very Large HDL
XL-HDL-PL,"-0.092 [-0.109,-0.074]",1.146e-19,***,Phospholipids in Very Large HDL
L-HDL-PL,"-0.092 [-0.108,-0.075]",5.363e-23,***,Phospholipids in Large HDL
L-HDL-L,"-0.094 [-0.110,-0.077]",1.807e-24,***,Total-Lipids in Large HDL
L-HDL-FC,"-0.095 [-0.113,-0.078]",1.154e-21,***,Free Cholesterol in Large HDL
L-HDL-C,"-0.098 [-0.115,-0.081]",7.214e-25,***,Cholesterol in Large HDL
L-HDL-CE,"-0.099 [-0.116,-0.082]",2.591e-25,***,Cholesteryl Esters in Large HDL
L-HDL-P,"-0.101 [-0.119,-0.083]",4.891e-24,***,Concentration of Large HDL Particles
HDL-size,"-0.103 [-0.119,-0.086]",1.944e-30,***,Average Diameter for HDL Particles
