Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"2.858 [2.686,3.031]",1.708e-225,***,Glycoprotein Acetyls
3-Hydroxybutyrate,"1.917 [1.735,2.100]",9.576e-89,***,3-Hydroxybutyrate
L-VLDL-FC%,"1.307 [1.120,1.495]",5.147e-37,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
Pyruvate,"1.158 [0.991,1.325]",7.340e-37,***,Pyruvate
XL-HDL-C%,"0.939 [0.780,1.098]",8.875e-26,***,Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,"0.894 [0.718,1.069]",4.861e-18,***,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,"0.887 [0.690,1.084]",2.729e-13,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-CE,"0.886 [0.714,1.057]",8.665e-19,***,Cholesteryl Esters in Small HDL
Lactate,"0.875 [0.702,1.048]",7.516e-18,***,Lactate
MUFA%,"0.864 [0.693,1.036]",1.040e-17,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,"0.861 [0.692,1.030]",3.960e-18,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-CE%,"0.812 [0.644,0.980]",5.787e-16,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-FC%,"0.785 [0.627,0.942]",3.681e-17,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-P,"0.761 [0.590,0.932]",7.577e-13,***,Concentration of Small HDL Particles
XL-HDL-FC%,"0.760 [0.576,0.943]",1.162e-10,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C,"0.726 [0.555,0.896]",1.589e-11,***,Cholesterol in Small HDL
L-VLDL-C%,"0.714 [0.535,0.892]",9.792e-10,***,Cholesterol to Total-Lipids in Large VLDL percentage
Acetoacetate,"0.675 [0.505,0.845]",1.819e-09,***,Acetoacetate
XL-HDL-CE%,"0.669 [0.519,0.819]",5.190e-13,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,"0.666 [0.513,0.820]",3.506e-12,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL%,"0.640 [0.452,0.828]",5.586e-06,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-LDL-C%,"0.636 [0.467,0.805]",3.507e-08,***,Cholesterol to Total-Lipids in Small LDL percentage
SM,"0.624 [0.446,0.803]",1.546e-06,***,Sphingomyelins
Glu-lactate,"0.588 [0.424,0.752]",4.975e-07,***,Glucose-lactate
S-HDL-C%,"0.572 [0.406,0.738]",3.383e-06,***,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-CE%,"0.569 [0.405,0.734]",2.709e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-LDL-CE%,"0.555 [0.384,0.726]",4.729e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-VLDL-CE%,"0.545 [0.377,0.712]",4.015e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-FC%,"0.523 [0.333,0.713]",0.015,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-L,"0.521 [0.350,0.692]",5.002e-04,***,Total-Lipids in Small HDL
XXL-VLDL-C%,"0.504 [0.326,0.683]",0.008,**,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-CE%,"0.493 [0.315,0.672]",0.015,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XXL-VLDL-CE%,"0.491 [0.308,0.674]",0.034,*,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-C%,"0.459 [0.292,0.626]",0.016,*,Cholesterol to Total-Lipids in Small VLDL percentage
MUFA,"0.439 [0.276,0.602]",0.029,*,Monounsaturated Fatty Acids
HDL-TG,"-0.458 [-0.629,-0.288]",0.033,*,Triglycerides in HDL
XXL-VLDL-TG%,"-0.484 [-0.665,-0.304]",0.034,*,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-TG%,"-0.484 [-0.659,-0.310]",0.012,*,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,"-0.489 [-0.662,-0.317]",0.006,**,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,"-0.517 [-0.692,-0.343]",0.001,**,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-CE%,"-0.539 [-0.708,-0.369]",1.041e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
PUFA/MUFA,"-0.540 [-0.709,-0.370]",9.290e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-VLDL-TG%,"-0.540 [-0.736,-0.344]",0.016,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-FC%,"-0.568 [-0.747,-0.390]",1.006e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-CE,"-0.615 [-0.840,-0.390]",0.019,*,Cholesteryl Esters in Large HDL
L-HDL-C,"-0.683 [-0.906,-0.459]",4.944e-04,***,Cholesterol in Large HDL
SFA%,"-0.702 [-0.860,-0.543]",8.350e-13,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-FC%,"-0.707 [-0.859,-0.555]",1.616e-14,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-TG,"-0.722 [-0.889,-0.555]",5.120e-12,***,Triglycerides in Very Large HDL
L-HDL-PL,"-0.729 [-0.946,-0.512]",1.053e-05,***,Phospholipids in Large HDL
Phe,"-0.735 [-0.906,-0.565]",7.202e-12,***,Phenylalanine
L-HDL-L,"-0.758 [-0.974,-0.543]",1.273e-06,***,Total-Lipids in Large HDL
XL-HDL-PL%,"-0.777 [-0.934,-0.620]",5.737e-17,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-P,"-0.794 [-1.026,-0.561]",5.610e-06,***,Concentration of Large HDL Particles
L-VLDL-TG%,"-0.852 [-1.036,-0.669]",1.683e-14,***,Triglycerides to Total-Lipids in Large VLDL percentage
Albumin,"-0.858 [-1.028,-0.687]",1.148e-17,***,Albumin
L-HDL-FC,"-0.917 [-1.147,-0.687]",1.315e-09,***,Free Cholesterol in Large HDL
L-HDL-TG,"-0.981 [-1.165,-0.797]",2.991e-20,***,Triglycerides in Large HDL
XL-HDL-CE,"-1.002 [-1.234,-0.769]",7.404e-12,***,Cholesteryl Esters in Very Large HDL
Ile,"-1.026 [-1.196,-0.856]",5.902e-27,***,Isoleucine
S-HDL-FC%,"-1.053 [-1.236,-0.869]",6.016e-24,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-C,"-1.065 [-1.295,-0.835]",2.639e-14,***,Cholesterol in Very Large HDL
Acetate,"-1.065 [-1.229,-0.901]",8.872e-32,***,Acetate
His,"-1.070 [-1.236,-0.904]",2.869e-31,***,Histidine
HDL-size,"-1.087 [-1.301,-0.873]",5.704e-18,***,Average Diameter for HDL Particles
XL-HDL-FC,"-1.150 [-1.366,-0.934]",4.856e-20,***,Free Cholesterol in Very Large HDL
Gln,"-1.164 [-1.331,-0.996]",7.842e-37,***,Glutamine
Val,"-1.227 [-1.405,-1.050]",1.630e-36,***,Valine
XL-HDL-L,"-1.232 [-1.460,-1.004]",7.285e-21,***,Total-Lipids in Very Large HDL
