Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG,"2.721 [2.629,2.813]",0.000e+00,***,Triglycerides in Small HDL
L-LDL-TG,"2.665 [2.578,2.753]",0.000e+00,***,Triglycerides in Large LDL
IDL-TG,"2.651 [2.562,2.740]",0.000e+00,***,Triglycerides in IDL
XS-VLDL-TG,"2.642 [2.553,2.731]",0.000e+00,***,Triglycerides in Very Small VLDL
LDL-TG,"2.620 [2.533,2.706]",0.000e+00,***,Triglycerides in LDL
M-LDL-TG,"2.559 [2.473,2.644]",0.000e+00,***,Triglycerides in Medium LDL
S-HDL-TG%,"2.510 [2.414,2.606]",0.000e+00,***,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG,"2.359 [2.274,2.444]",0.000e+00,***,Triglycerides in Small LDL
XL-HDL-TG%,"2.339 [2.248,2.430]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large HDL percentage
HDL-TG,"2.327 [2.237,2.417]",0.000e+00,***,Triglycerides in HDL
M-HDL-TG%,"2.303 [2.211,2.396]",0.000e+00,***,Triglycerides to Total-Lipids in Medium HDL percentage
Total-TG,"2.292 [2.203,2.382]",0.000e+00,***,Total-Triglycerides
M-HDL-TG,"2.268 [2.176,2.359]",0.000e+00,***,Triglycerides in Medium HDL
XL-VLDL-TG,"2.255 [2.166,2.344]",0.000e+00,***,Triglycerides in Very Large VLDL
XL-VLDL-P,"2.242 [2.153,2.332]",0.000e+00,***,Concentration of Very Large VLDL Particles
S-VLDL-TG,"2.239 [2.149,2.328]",0.000e+00,***,Triglycerides in Small VLDL
XL-VLDL-L,"2.215 [2.125,2.306]",0.000e+00,***,Total-Lipids in Very Large VLDL
L-HDL-TG%,"2.184 [2.096,2.272]",0.000e+00,***,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-TG,"2.172 [2.081,2.262]",0.000e+00,***,Triglycerides in VLDL
XL-VLDL-PL,"2.171 [2.080,2.261]",0.000e+00,***,Phospholipids in Very Large VLDL
L-VLDL-PL,"2.160 [2.069,2.252]",0.000e+00,***,Phospholipids in Large VLDL
TG/PG,"2.125 [2.032,2.217]",0.000e+00,***,Triglycerides to Phosphoglycerides ratio
L-LDL-TG%,"2.121 [2.034,2.208]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
SFA%,"2.112 [2.029,2.196]",0.000e+00,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-P,"2.105 [2.018,2.192]",0.000e+00,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
SFA,"2.103 [2.018,2.188]",0.000e+00,***,Saturated Fatty Acids
XL-VLDL-FC,"2.101 [2.011,2.191]",0.000e+00,***,Free Cholesterol in Very Large VLDL
