Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,"0.046 [0.041,0.051]",3.236e-78,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,"0.040 [0.035,0.045]",1.348e-57,***,Glycoprotein Acetyls
L-LDL-TG%,"0.037 [0.033,0.042]",1.200e-55,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.035 [0.030,0.039]",8.488e-47,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,"0.033 [0.028,0.037]",1.097e-41,***,Triglycerides to Total-Lipids in IDL percentage
SFA%,"0.031 [0.027,0.035]",1.242e-40,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG%,"0.029 [0.024,0.035]",1.614e-19,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,"0.029 [0.024,0.033]",1.332e-30,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,"0.028 [0.023,0.033]",7.981e-27,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,"0.028 [0.024,0.032]",7.766e-31,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,"0.027 [0.023,0.032]",1.400e-26,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,"0.026 [0.022,0.031]",1.973e-23,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,"0.024 [0.019,0.029]",4.879e-17,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-PL%,"0.024 [0.018,0.030]",1.497e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-TG%,"0.022 [0.017,0.027]",6.922e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,"0.022 [0.017,0.026]",1.298e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,"0.021 [0.016,0.026]",1.654e-13,***,Phospholipids to Total-Lipids in Small HDL percentage
MUFA,"0.021 [0.016,0.025]",2.762e-15,***,Monounsaturated Fatty Acids
S-HDL-TG,"0.019 [0.015,0.024]",1.621e-10,***,Triglycerides in Small HDL
M-HDL-TG%,"0.019 [0.014,0.024]",4.982e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG,"0.019 [0.015,0.023]",2.529e-12,***,Triglycerides in Chylomicrons and Extremely Large VLDL
Omega-6/Omega-3,"0.019 [0.014,0.023]",9.963e-10,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-L,"0.018 [0.014,0.023]",7.863e-11,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
TG/PG,"0.018 [0.013,0.023]",1.824e-08,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL,"0.018 [0.014,0.022]",1.976e-10,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"0.018 [0.013,0.022]",1.830e-10,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
M-HDL-TG,"0.017 [0.013,0.022]",2.272e-08,***,Triglycerides in Medium HDL
L-LDL-TG,"0.017 [0.013,0.022]",1.592e-08,***,Triglycerides in Large LDL
IDL-TG,"0.017 [0.013,0.022]",3.665e-08,***,Triglycerides in IDL
XL-HDL-TG%,"0.017 [0.012,0.022]",4.179e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC,"0.017 [0.012,0.021]",2.032e-08,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
LDL-TG,"0.016 [0.012,0.021]",6.643e-08,***,Triglycerides in LDL
Lactate,"0.016 [0.012,0.021]",1.821e-06,***,Lactate
XS-VLDL-TG,"0.016 [0.012,0.021]",5.945e-07,***,Triglycerides in Very Small VLDL
HDL-TG,"0.016 [0.012,0.021]",1.108e-06,***,Triglycerides in HDL
Glu-lactate,"0.016 [0.011,0.020]",7.497e-07,***,Glucose-lactate
XXL-VLDL-TG%,"0.016 [0.011,0.021]",2.121e-04,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-TG,"0.015 [0.011,0.020]",1.460e-06,***,Triglycerides in Medium LDL
L-HDL-TG%,"0.015 [0.011,0.020]",2.286e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-C,"0.015 [0.011,0.020]",1.185e-05,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,"0.015 [0.010,0.019]",2.661e-05,***,Triglycerides in Very Large VLDL
S-LDL-TG,"0.014 [0.010,0.019]",1.634e-05,***,Triglycerides in Small LDL
SFA,"0.014 [0.010,0.018]",5.593e-05,***,Saturated Fatty Acids
Pyruvate,"0.014 [0.009,0.018]",0.001,**,Pyruvate
XXL-VLDL-CE,"0.013 [0.009,0.018]",0.002,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
3-Hydroxybutyrate,"0.013 [0.008,0.018]",0.019,*,3-Hydroxybutyrate
Total-TG,"0.013 [0.009,0.018]",0.004,**,Total-Triglycerides
XL-VLDL-L,"0.012 [0.008,0.017]",0.032,*,Total-Lipids in Very Large VLDL
XL-VLDL-P,"0.012 [0.008,0.017]",0.039,*,Concentration of Very Large VLDL Particles
M-LDL-L,"-0.012 [-0.016,-0.007]",0.043,*,Total-Lipids in Medium LDL
S-VLDL-FC,"-0.012 [-0.017,-0.008]",0.040,*,Free Cholesterol in Small VLDL
M-LDL-PL,"-0.012 [-0.017,-0.008]",0.025,*,Phospholipids in Medium LDL
M-VLDL-FC,"-0.012 [-0.017,-0.008]",0.026,*,Free Cholesterol in Medium VLDL
Remnant-C,"-0.013 [-0.017,-0.008]",0.007,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-size,"-0.013 [-0.017,-0.008]",0.006,**,Average Diameter for LDL Particles
ApoB,"-0.013 [-0.018,-0.009]",0.003,**,Apolipoprotein B
S-LDL-C,"-0.013 [-0.018,-0.009]",9.470e-04,***,Cholesterol in Small LDL
M-LDL-C,"-0.014 [-0.018,-0.009]",7.476e-04,***,Cholesterol in Medium LDL
LDL-P,"-0.014 [-0.018,-0.009]",8.588e-04,***,Concentration of LDL Particles
IDL-PL,"-0.015 [-0.019,-0.010]",2.438e-04,***,Phospholipids in IDL
S-VLDL-CE%,"-0.015 [-0.019,-0.010]",2.660e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Citrate,"-0.015 [-0.019,-0.010]",0.001,**,Citrate
L-LDL-P,"-0.015 [-0.019,-0.010]",5.846e-05,***,Concentration of Large LDL Particles
Total-FC,"-0.015 [-0.019,-0.010]",2.427e-05,***,Total-Free Cholesterol
LDL-PL,"-0.015 [-0.020,-0.011]",1.193e-05,***,Phospholipids in LDL
LDL-L,"-0.015 [-0.019,-0.011]",5.337e-06,***,Total-Lipids in LDL
Non-HDL-C,"-0.015 [-0.020,-0.011]",1.632e-06,***,Total-Cholesterol Minus HDL-C
LDL-CE,"-0.015 [-0.020,-0.011]",1.909e-06,***,Cholesteryl Esters in LDL
IDL-L,"-0.015 [-0.020,-0.011]",4.810e-06,***,Total-Lipids in IDL
S-HDL-FC%,"-0.016 [-0.021,-0.011]",7.643e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-6,"-0.016 [-0.020,-0.011]",8.606e-07,***,Omega-6 Fatty Acids
Total-C,"-0.016 [-0.021,-0.012]",9.145e-08,***,Total-Cholesterol
L-LDL-L,"-0.017 [-0.021,-0.012]",6.407e-08,***,Total-Lipids in Large LDL
L-LDL-PL,"-0.017 [-0.021,-0.012]",9.402e-08,***,Phospholipids in Large LDL
Total-CE,"-0.017 [-0.021,-0.012]",3.056e-08,***,Total-Esterified Cholesterol
LDL-C,"-0.017 [-0.022,-0.013]",7.052e-09,***,LDL Cholesterol
XS-VLDL-FC%,"-0.017 [-0.021,-0.013]",3.909e-12,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-P,"-0.017 [-0.024,-0.011]",0.034,*,Concentration of Very Large HDL Particles
L-LDL-CE,"-0.018 [-0.022,-0.013]",3.774e-09,***,Cholesteryl Esters in Large LDL
M-VLDL-C,"-0.018 [-0.022,-0.013]",4.286e-09,***,Cholesterol in Medium VLDL
XXL-VLDL-FC%,"-0.018 [-0.023,-0.013]",3.944e-07,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-CE,"-0.018 [-0.023,-0.014]",1.758e-09,***,Cholesteryl Esters in IDL
IDL-FC%,"-0.018 [-0.022,-0.014]",2.346e-12,***,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-FC%,"-0.018 [-0.023,-0.013]",5.261e-08,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-FC,"-0.018 [-0.023,-0.014]",2.694e-09,***,Free Cholesterol in IDL
IDL-C,"-0.018 [-0.023,-0.014]",4.836e-10,***,Cholesterol in IDL
L-HDL-C,"-0.019 [-0.025,-0.012]",0.001,**,Cholesterol in Large HDL
L-LDL-C,"-0.019 [-0.023,-0.014]",6.234e-11,***,Cholesterol in Large LDL
Clinical LDL-C,"-0.019 [-0.023,-0.014]",1.849e-11,***,Clinical LDL Cholesterol
M-VLDL-PL%,"-0.019 [-0.023,-0.014]",2.453e-11,***,Phospholipids to Total-Lipids in Medium VLDL percentage
PUFA,"-0.019 [-0.024,-0.015]",1.057e-11,***,Polyunsaturated Fatty Acids
M-LDL-FC,"-0.019 [-0.024,-0.015]",6.371e-12,***,Free Cholesterol in Medium LDL
M-HDL-CE%,"-0.020 [-0.024,-0.015]",4.667e-13,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Albumin,"-0.020 [-0.024,-0.015]",4.305e-12,***,Albumin
S-VLDL-C%,"-0.020 [-0.024,-0.016]",1.771e-13,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-CE%,"-0.020 [-0.024,-0.016]",5.222e-18,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-VLDL-C%,"-0.020 [-0.025,-0.015]",4.552e-11,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-FC,"-0.020 [-0.025,-0.016]",5.817e-13,***,Free Cholesterol in Small LDL
L-HDL-CE,"-0.020 [-0.026,-0.014]",7.267e-05,***,Cholesteryl Esters in Large HDL
LDL-FC,"-0.021 [-0.025,-0.016]",6.434e-14,***,Free Cholesterol in LDL
L-LDL-FC,"-0.021 [-0.025,-0.016]",8.755e-14,***,Free Cholesterol in Large LDL
M-VLDL-CE,"-0.021 [-0.025,-0.016]",8.295e-14,***,Cholesteryl Esters in Medium VLDL
L-HDL-C%,"-0.022 [-0.026,-0.018]",8.663e-19,***,Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-CE%,"-0.022 [-0.027,-0.017]",5.320e-12,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-C,"-0.022 [-0.028,-0.015]",6.789e-06,***,Cholesterol in Very Large HDL
XXL-VLDL-C%,"-0.022 [-0.027,-0.017]",6.004e-13,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE%,"-0.022 [-0.026,-0.018]",2.944e-20,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA,"-0.022 [-0.027,-0.018]",1.026e-16,***,Linoleic Acid
M-VLDL-FC%,"-0.022 [-0.027,-0.018]",1.840e-17,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-C%,"-0.022 [-0.027,-0.018]",1.172e-16,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-CE%,"-0.023 [-0.027,-0.018]",3.595e-21,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,"-0.023 [-0.027,-0.018]",1.606e-17,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-FC%,"-0.023 [-0.027,-0.019]",6.973e-21,***,Free Cholesterol to Total-Lipids in Small LDL percentage
Omega-3,"-0.024 [-0.028,-0.019]",2.059e-16,***,Omega-3 Fatty Acids
M-VLDL-C%,"-0.024 [-0.028,-0.019]",1.644e-21,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-CE,"-0.024 [-0.031,-0.018]",1.413e-07,***,Cholesteryl Esters in Very Large HDL
Acetate,"-0.024 [-0.029,-0.020]",7.903e-20,***,Acetate
L-LDL-CE%,"-0.024 [-0.029,-0.020]",8.253e-21,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC%,"-0.025 [-0.029,-0.021]",6.094e-24,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-FC%,"-0.025 [-0.030,-0.020]",2.487e-15,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,"-0.025 [-0.030,-0.020]",2.584e-19,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
