Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,"0.178 [0.117,0.239]",0.002,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-TG%,"0.030 [-0.031,0.090]",1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,"0.020 [-0.038,0.078]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,"0.012 [-0.045,0.070]",1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"0.001 [-0.057,0.060]",1.000,,Cholesterol to Total-Lipids in Large HDL percentage
DHA%,"-0.157 [-0.215,-0.098]",0.037,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-PL,"-0.164 [-0.225,-0.103]",0.033,*,Total-Phospholipids in Lipoprotein Particles
S-HDL-L,"-0.165 [-0.227,-0.104]",0.032,*,Total-Lipids in Small HDL
PUFA,"-0.167 [-0.226,-0.108]",0.007,**,Polyunsaturated Fatty Acids
S-HDL-PL,"-0.168 [-0.230,-0.106]",0.021,*,Phospholipids in Small HDL
S-HDL-FC,"-0.181 [-0.243,-0.120]",0.002,**,Free Cholesterol in Small HDL
Omega-3%,"-0.182 [-0.243,-0.121]",0.001,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-FC%,"-0.184 [-0.249,-0.119]",0.007,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
Cholines,"-0.188 [-0.250,-0.125]",8.567e-04,***,Total-Cholines
M-HDL-PL,"-0.188 [-0.253,-0.122]",0.005,**,Phospholipids in Medium HDL
Phosphoglyc,"-0.189 [-0.251,-0.128]",3.936e-04,***,Phosphoglycerides
M-HDL-CE,"-0.192 [-0.262,-0.123]",0.012,*,Cholesteryl Esters in Medium HDL
M-HDL-L,"-0.194 [-0.260,-0.128]",0.002,**,Total-Lipids in Medium HDL
PC,"-0.197 [-0.260,-0.134]",1.844e-04,***,Phosphatidylcholines
M-HDL-C,"-0.197 [-0.267,-0.128]",0.005,**,Cholesterol in Medium HDL
HDL-CE,"-0.199 [-0.272,-0.126]",0.023,*,Cholesteryl Esters in HDL
Total-P,"-0.204 [-0.270,-0.138]",2.844e-04,***,Total-Concentration of Lipoprotein Particles
M-HDL-P,"-0.205 [-0.275,-0.135]",0.002,**,Concentration of Medium HDL Particles
HDL-PL,"-0.205 [-0.274,-0.137]",0.001,**,Phospholipids in HDL
HDL-P,"-0.206 [-0.273,-0.139]",3.799e-04,***,Concentration of HDL Particles
HDL-C,"-0.207 [-0.280,-0.134]",0.007,**,HDL Cholesterol
ApoA1,"-0.210 [-0.278,-0.141]",4.241e-04,***,Apolipoprotein A1
HDL-L,"-0.211 [-0.281,-0.141]",7.074e-04,***,Total-Lipids in HDL
Omega-3,"-0.214 [-0.276,-0.153]",1.379e-06,***,Omega-3 Fatty Acids
M-HDL-FC,"-0.217 [-0.288,-0.146]",4.605e-04,***,Free Cholesterol in Medium HDL
HDL-FC,"-0.227 [-0.302,-0.152]",7.964e-04,***,Free Cholesterol in HDL
DHA,"-0.242 [-0.304,-0.180]",3.762e-09,***,Docosahexaenoic Acid
