Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-P,"0.497 [0.452,0.541]",3.437e-101,***,Concentration of Medium HDL Particles
M-HDL-PL,"0.494 [0.452,0.536]",2.577e-110,***,Phospholipids in Medium HDL
M-HDL-FC,"0.491 [0.446,0.536]",7.736e-95,***,Free Cholesterol in Medium HDL
M-HDL-L,"0.481 [0.438,0.523]",6.268e-103,***,Total-Lipids in Medium HDL
HDL-PL,"0.475 [0.431,0.519]",2.321e-92,***,Phospholipids in HDL
M-HDL-C,"0.468 [0.424,0.511]",1.683e-91,***,Cholesterol in Medium HDL
ApoA1,"0.467 [0.423,0.511]",5.978e-91,***,Apolipoprotein A1
M-HDL-CE,"0.464 [0.420,0.507]",2.293e-90,***,Cholesteryl Esters in Medium HDL
HDL-L,"0.454 [0.409,0.499]",5.349e-82,***,Total-Lipids in HDL
HDL-P,"0.450 [0.408,0.493]",8.710e-89,***,Concentration of HDL Particles
S-HDL-PL,"0.448 [0.407,0.488]",1.504e-99,***,Phospholipids in Small HDL
HDL-FC,"0.439 [0.391,0.487]",8.249e-66,***,Free Cholesterol in HDL
Total-P,"0.421 [0.378,0.463]",3.393e-78,***,Total-Concentration of Lipoprotein Particles
SFA%,"0.420 [0.382,0.459]",4.686e-98,***,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-L,"0.415 [0.375,0.456]",2.693e-85,***,Total-Lipids in Small HDL
HDL-C,"0.413 [0.367,0.460]",2.361e-62,***,HDL Cholesterol
HDL-CE,"0.404 [0.358,0.450]",8.379e-60,***,Cholesteryl Esters in HDL
S-HDL-FC,"0.372 [0.331,0.412]",2.407e-67,***,Free Cholesterol in Small HDL
S-HDL-C,"0.357 [0.317,0.397]",1.160e-62,***,Cholesterol in Small HDL
S-HDL-P,"0.355 [0.315,0.396]",1.046e-61,***,Concentration of Small HDL Particles
L-HDL-PL,"0.354 [0.304,0.404]",2.778e-38,***,Phospholipids in Large HDL
PC,"0.341 [0.299,0.383]",7.371e-52,***,Phosphatidylcholines
S-HDL-CE,"0.340 [0.300,0.380]",5.075e-56,***,Cholesteryl Esters in Small HDL
Phosphoglyc,"0.340 [0.298,0.381]",1.557e-53,***,Phosphoglycerides
Cholines,"0.317 [0.275,0.358]",3.111e-45,***,Total-Cholines
L-HDL-L,"0.305 [0.255,0.355]",1.120e-27,***,Total-Lipids in Large HDL
L-HDL-P,"0.291 [0.237,0.344]",4.098e-21,***,Concentration of Large HDL Particles
Total-PL,"0.284 [0.243,0.325]",2.079e-37,***,Total-Phospholipids in Lipoprotein Particles
