Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,"0.023 [0.022,0.024]",3.086e-241,***,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-TG%,"0.022 [0.021,0.024]",4.862e-249,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.022 [0.021,0.024]",7.159e-243,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,"0.022 [0.020,0.023]",7.575e-215,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,"0.020 [0.019,0.022]",1.111e-182,***,Glycoprotein Acetyls
XL-VLDL-TG%,"0.020 [0.019,0.022]",8.225e-143,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,"0.020 [0.019,0.021]",1.756e-203,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,"0.020 [0.019,0.021]",2.641e-194,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,"0.020 [0.018,0.021]",5.224e-168,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,"0.019 [0.018,0.021]",4.388e-180,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,"0.019 [0.017,0.020]",7.201e-142,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,"0.018 [0.017,0.019]",1.017e-148,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,"0.016 [0.015,0.018]",2.295e-120,***,Lactate
XS-VLDL-TG%,"0.016 [0.015,0.017]",6.824e-118,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Tyr,"0.015 [0.014,0.017]",1.605e-97,***,Tyrosine
Phe,"0.014 [0.013,0.016]",5.230e-90,***,Phenylalanine
S-HDL-TG%,"0.013 [0.012,0.014]",2.389e-66,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG,"0.012 [0.011,0.014]",5.913e-68,***,Triglycerides in Medium HDL
XS-VLDL-PL%,"0.012 [0.011,0.014]",2.360e-68,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
