Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
SM,"0.589 [0.433,0.744]",2.764e-08,***,Sphingomyelins
PC,"0.572 [0.418,0.726]",7.717e-08,***,Phosphatidylcholines
Cholines,"0.560 [0.407,0.712]",1.423e-07,***,Total-Cholines
IDL-CE,"0.557 [0.407,0.708]",9.924e-08,***,Cholesteryl Esters in IDL
IDL-L,"0.553 [0.403,0.702]",9.197e-08,***,Total-Lipids in IDL
Total-PL,"0.551 [0.402,0.700]",8.900e-08,***,Total-Phospholipids in Lipoprotein Particles
IDL-C,"0.549 [0.399,0.699]",1.572e-07,***,Cholesterol in IDL
Phosphoglyc,"0.549 [0.398,0.700]",2.421e-07,***,Phosphoglycerides
HDL-FC,"0.549 [0.368,0.729]",5.849e-04,***,Free Cholesterol in HDL
XS-VLDL-CE,"0.534 [0.376,0.691]",7.043e-06,***,Cholesteryl Esters in Very Small VLDL
Total-CE,"0.532 [0.385,0.679]",2.646e-07,***,Total-Esterified Cholesterol
Total-P,"0.530 [0.371,0.688]",1.242e-05,***,Total-Concentration of Lipoprotein Particles
Total-C,"0.524 [0.378,0.670]",4.412e-07,***,Total-Cholesterol
XS-VLDL-C,"0.523 [0.367,0.679]",1.159e-05,***,Cholesterol in Very Small VLDL
IDL-PL,"0.522 [0.369,0.676]",5.176e-06,***,Phospholipids in IDL
S-HDL-FC,"0.522 [0.373,0.672]",1.782e-06,***,Free Cholesterol in Small HDL
IDL-FC,"0.521 [0.369,0.673]",4.130e-06,***,Free Cholesterol in IDL
Creatinine,"0.506 [0.348,0.665]",9.077e-05,***,Creatinine
Total-FC,"0.505 [0.358,0.652]",3.905e-06,***,Total-Free Cholesterol
M-HDL-FC%,"0.501 [0.345,0.657]",6.856e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-PL,"0.491 [0.343,0.639]",1.714e-05,***,Phospholipids in Large LDL
HDL-P,"0.489 [0.329,0.649]",4.662e-04,***,Concentration of HDL Particles
IDL-P,"0.486 [0.333,0.639]",1.092e-04,***,Concentration of IDL Particles
M-HDL-FC,"0.485 [0.316,0.655]",0.005,**,Free Cholesterol in Medium HDL
Total-L,"0.484 [0.341,0.627]",7.164e-06,***,Total-Lipids in Lipoprotein Particles
XS-VLDL-P,"0.482 [0.328,0.636]",1.868e-04,***,Concentration of Very Small VLDL Particles
XS-VLDL-FC,"0.481 [0.326,0.636]",2.508e-04,***,Free Cholesterol in Very Small VLDL
ApoA1,"0.480 [0.317,0.644]",0.002,**,Apolipoprotein A1
L-LDL-L,"0.480 [0.334,0.625]",2.280e-05,***,Total-Lipids in Large LDL
XS-VLDL-L,"0.479 [0.326,0.632]",1.852e-04,***,Total-Lipids in Very Small VLDL
Remnant-C,"0.476 [0.330,0.623]",4.244e-05,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-FC,"0.474 [0.326,0.623]",8.644e-05,***,Free Cholesterol in Large LDL
HDL-L,"0.471 [0.305,0.638]",0.007,**,Total-Lipids in HDL
Non-HDL-C,"0.471 [0.326,0.616]",4.118e-05,***,Total-Cholesterol Minus HDL-C
L-LDL-C,"0.469 [0.323,0.615]",6.493e-05,***,Cholesterol in Large LDL
L-LDL-CE,"0.464 [0.318,0.610]",1.141e-04,***,Cholesteryl Esters in Large LDL
Clinical LDL-C,"0.461 [0.316,0.605]",9.893e-05,***,Clinical LDL Cholesterol
HDL-PL,"0.457 [0.292,0.623]",0.013,*,Phospholipids in HDL
LDL-L,"0.457 [0.312,0.602]",1.337e-04,***,Total-Lipids in LDL
LDL-PL,"0.457 [0.310,0.604]",2.372e-04,***,Phospholipids in LDL
LDL-C,"0.453 [0.308,0.598]",2.003e-04,***,LDL Cholesterol
LDL-FC,"0.452 [0.305,0.599]",3.648e-04,***,Free Cholesterol in LDL
LDL-CE,"0.447 [0.302,0.592]",3.440e-04,***,Cholesteryl Esters in LDL
SFA%,"0.444 [0.306,0.583]",7.131e-05,***,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-L,"0.444 [0.295,0.593]",0.001,**,Total-Lipids in Small HDL
S-HDL-PL,"0.438 [0.288,0.587]",0.002,**,Phospholipids in Small HDL
S-HDL-P,"0.427 [0.277,0.576]",0.005,**,Concentration of Small HDL Particles
M-LDL-C,"0.423 [0.277,0.569]",0.003,**,Cholesterol in Medium LDL
M-LDL-L,"0.422 [0.276,0.568]",0.003,**,Total-Lipids in Medium LDL
XS-VLDL-PL,"0.422 [0.269,0.575]",0.015,*,Phospholipids in Very Small VLDL
M-LDL-FC,"0.421 [0.274,0.568]",0.005,**,Free Cholesterol in Medium LDL
SFA,"0.418 [0.277,0.558]",0.001,**,Saturated Fatty Acids
S-HDL-C,"0.416 [0.267,0.565]",0.010,**,Cholesterol in Small HDL
ApoB,"0.415 [0.268,0.562]",0.008,**,Apolipoprotein B
M-LDL-PL,"0.412 [0.265,0.559]",0.010,**,Phospholipids in Medium LDL
M-LDL-CE,"0.411 [0.265,0.557]",0.008,**,Cholesteryl Esters in Medium LDL
S-VLDL-FC,"0.404 [0.254,0.554]",0.028,*,Free Cholesterol in Small VLDL
L-VLDL-TG%,"-0.160 [-0.319,0.000]",1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,"-0.236 [-0.387,-0.086]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-PL%,"-0.404 [-0.552,-0.257]",0.017,*,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,"-0.433 [-0.580,-0.285]",0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
Pyruvate,"-0.627 [-0.773,-0.482]",6.313e-12,***,Pyruvate
