Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-C%,"3.188 [-2.465,8.840]",1.000,,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,"2.413 [-3.116,7.942]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,"0.589 [-4.862,6.040]",1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"0.420 [-5.121,5.961]",1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-TG%,"0.077 [-5.488,5.642]",1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,"-0.272 [-5.945,5.402]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,"-0.727 [-6.485,5.030]",1.000,,VLDL Cholesterol
Total-CE,"-1.287 [-7.037,4.464]",1.000,,Total-Esterified Cholesterol
HDL-CE,"-1.364 [-8.000,5.271]",1.000,,Cholesteryl Esters in HDL
LDL-CE,"-1.990 [-7.625,3.644]",1.000,,Cholesteryl Esters in LDL
