Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,"0.142 [0.120,0.165]",3.753e-30,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,"0.129 [0.107,0.151]",1.694e-25,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,"0.129 [0.105,0.152]",3.847e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,"0.126 [0.103,0.148]",1.642e-22,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,"0.125 [0.102,0.148]",2.810e-21,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,"0.118 [0.096,0.139]",1.564e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,"0.115 [0.094,0.137]",4.431e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-TG%,"0.108 [0.083,0.134]",4.383e-11,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,"0.107 [0.085,0.129]",4.422e-16,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,"0.102 [0.079,0.124]",7.635e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,"0.097 [0.074,0.120]",1.848e-11,***,Glycoprotein Acetyls
Gly,"0.085 [0.055,0.116]",0.013,*,Glycine
XL-HDL-TG%,"0.080 [0.058,0.103]",1.083e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"0.080 [0.059,0.102]",9.557e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,"0.073 [0.050,0.096]",1.615e-04,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,"0.071 [0.048,0.095]",0.001,**,Triglycerides to Total-Lipids in Small HDL percentage
VLDL-size,"0.070 [0.047,0.094]",0.001,**,Average Diameter for VLDL Particles
IDL-PL%,"0.064 [0.042,0.086]",0.003,**,Phospholipids to Total-Lipids in IDL percentage
M-LDL-L,"-0.059 [-0.081,-0.037]",0.033,*,Total-Lipids in Medium LDL
S-LDL-P,"-0.061 [-0.083,-0.038]",0.021,*,Concentration of Small LDL Particles
Total-PL,"-0.061 [-0.083,-0.038]",0.024,*,Total-Phospholipids in Lipoprotein Particles
L-HDL-CE%,"-0.062 [-0.083,-0.041]",0.001,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-LDL-C,"-0.064 [-0.086,-0.042]",0.002,**,Cholesterol in Small LDL
S-VLDL-FC,"-0.064 [-0.087,-0.042]",0.005,**,Free Cholesterol in Small VLDL
M-VLDL-FC,"-0.065 [-0.087,-0.042]",0.004,**,Free Cholesterol in Medium VLDL
M-LDL-P,"-0.065 [-0.087,-0.043]",0.002,**,Concentration of Medium LDL Particles
M-LDL-C,"-0.065 [-0.087,-0.043]",0.001,**,Cholesterol in Medium LDL
PUFA%,"-0.066 [-0.087,-0.045]",3.378e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-L,"-0.067 [-0.090,-0.044]",0.002,**,Total-Lipids in Very Small VLDL
