Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC,"0.163 [0.114,0.212]",1.453e-05,***,Free Cholesterol in Very Large HDL
XL-VLDL-FC%,"0.151 [0.108,0.194]",1.525e-06,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Gly,"0.150 [0.096,0.204]",0.010,**,Glycine
L-VLDL-CE%,"0.123 [0.082,0.163]",8.071e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,"0.119 [0.078,0.159]",0.002,**,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,"0.107 [0.069,0.144]",0.008,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-HDL-PL%,"0.106 [0.070,0.142]",0.002,**,Phospholipids to Total-Lipids in Very Large HDL percentage
L-VLDL-TG%,"-0.110 [-0.152,-0.069]",0.048,*,Triglycerides to Total-Lipids in Large VLDL percentage
ApoA1,"-0.114 [-0.156,-0.071]",0.028,*,Apolipoprotein A1
M-HDL-FC,"-0.118 [-0.161,-0.074]",0.030,*,Free Cholesterol in Medium HDL
M-HDL-PL,"-0.121 [-0.162,-0.080]",0.001,**,Phospholipids in Medium HDL
M-HDL-L,"-0.121 [-0.162,-0.080]",0.001,**,Total-Lipids in Medium HDL
M-HDL-P,"-0.123 [-0.166,-0.080]",0.005,**,Concentration of Medium HDL Particles
M-HDL-C,"-0.125 [-0.167,-0.083]",0.002,**,Cholesterol in Medium HDL
M-HDL-CE,"-0.127 [-0.169,-0.085]",9.284e-04,***,Cholesteryl Esters in Medium HDL
Total-P,"-0.132 [-0.173,-0.092]",3.789e-05,***,Total-Concentration of Lipoprotein Particles
S-HDL-FC,"-0.135 [-0.173,-0.096]",1.653e-06,***,Free Cholesterol in Small HDL
HDL-P,"-0.140 [-0.181,-0.099]",5.025e-06,***,Concentration of HDL Particles
S-HDL-PL,"-0.156 [-0.195,-0.118]",3.971e-10,***,Phospholipids in Small HDL
S-HDL-L,"-0.161 [-0.199,-0.123]",4.235e-11,***,Total-Lipids in Small HDL
S-HDL-P,"-0.164 [-0.202,-0.125]",1.581e-11,***,Concentration of Small HDL Particles
S-HDL-C,"-0.164 [-0.202,-0.126]",8.190e-12,***,Cholesterol in Small HDL
S-HDL-CE,"-0.169 [-0.207,-0.130]",1.599e-12,***,Cholesteryl Esters in Small HDL
