Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"4.887 [1.737,8.037]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"4.410 [1.142,7.678]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"3.595 [0.445,6.744]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
VLDL-CE,"0.241 [-3.052,3.534]",1.000,,Cholesteryl Esters in VLDL
Total-CE,"0.020 [-3.258,3.297]",1.000,,Total-Esterified Cholesterol
Omega-3,"-0.624 [-3.911,2.664]",1.000,,Omega-3 Fatty Acids
PUFA,"-1.848 [-5.085,1.390]",1.000,,Polyunsaturated Fatty Acids
Omega-6,"-1.942 [-5.169,1.286]",1.000,,Omega-6 Fatty Acids
M-LDL-TG%,"-2.974 [-6.212,0.263]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,"-3.989 [-7.137,-0.841]",1.000,,Monounsaturated Fatty Acids
