Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-CE%,"0.660 [0.629,0.691]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,"0.649 [0.619,0.679]",0.000e+00,***,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-CE%,"0.573 [0.543,0.603]",2.089e-297,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
PUFA/MUFA,"0.509 [0.478,0.540]",6.533e-221,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-C%,"0.508 [0.477,0.539]",9.679e-219,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-C%,"0.491 [0.462,0.520]",1.570e-234,***,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-FC%,"0.475 [0.447,0.504]",1.154e-222,***,Free Cholesterol to Total-Lipids in IDL percentage
PUFA%,"0.466 [0.436,0.496]",8.162e-201,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,"0.449 [0.420,0.479]",2.763e-187,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,"0.448 [0.420,0.475]",5.550e-218,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Albumin,"0.429 [0.398,0.460]",1.595e-153,***,Albumin
L-HDL-CE%,"0.417 [0.388,0.446]",6.343e-170,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-LDL-FC%,"0.404 [0.375,0.434]",1.452e-152,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,"0.401 [0.371,0.431]",1.999e-145,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,"0.383 [0.352,0.414]",6.553e-125,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-C%,"0.368 [0.338,0.398]",2.457e-122,***,Cholesterol to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,"0.356 [0.323,0.390]",1.836e-90,***,3-Hydroxybutyrate
XS-VLDL-FC%,"0.353 [0.325,0.381]",1.231e-127,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
DHA%,"0.350 [0.320,0.381]",1.797e-107,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-VLDL-CE%,"0.340 [0.307,0.374]",3.394e-82,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-LDL-C%,"0.336 [0.305,0.366]",2.348e-97,***,Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,"0.331 [0.299,0.363]",4.346e-85,***,Citrate
XL-VLDL-C%,"0.326 [0.292,0.360]",2.148e-72,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-C%,"0.313 [0.284,0.343]",8.203e-92,***,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-C%,"0.311 [0.280,0.342]",9.456e-81,***,Cholesterol to Total-Lipids in Small LDL percentage
Unsaturation,"0.310 [0.279,0.342]",2.685e-78,***,Degree of Unsaturation
XXL-VLDL-C%,"0.306 [0.273,0.339]",8.545e-69,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,"0.280 [0.247,0.314]",1.432e-54,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,"0.280 [0.246,0.313]",1.241e-54,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,"0.270 [0.239,0.301]",2.578e-60,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-FC%,"0.263 [0.232,0.294]",1.970e-56,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,"0.259 [0.228,0.291]",1.516e-52,***,Phospholipids to Total-Lipids in Small VLDL percentage
XL-HDL-FC%,"0.251 [0.217,0.285]",6.749e-43,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Acetone,"0.236 [0.205,0.266]",5.684e-47,***,Acetone
S-VLDL-C%,"0.226 [0.195,0.257]",6.379e-42,***,Cholesterol to Total-Lipids in Small VLDL percentage
IDL-C%,"0.213 [0.184,0.243]",9.163e-40,***,Cholesterol to Total-Lipids in IDL percentage
