Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-CE%,"25.388 [14.617,36.159]",0.884,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,"17.623 [7.101,28.144]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,"8.270 [-2.677,19.217]",1.000,,Total-Esterified Cholesterol
VLDL-CE,"4.139 [-6.862,15.140]",1.000,,Cholesteryl Esters in VLDL
LDL-CE,"3.857 [-6.871,14.584]",1.000,,Cholesteryl Esters in LDL
Omega-6,"-0.026 [-10.809,10.757]",1.000,,Omega-6 Fatty Acids
PUFA,"-1.815 [-12.630,9.001]",1.000,,Polyunsaturated Fatty Acids
SFA,"-7.709 [-18.095,2.677]",1.000,,Saturated Fatty Acids
Total-FA,"-7.804 [-18.281,2.674]",1.000,,Total-Fatty Acids
M-LDL-TG%,"-18.308 [-29.120,-7.495]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
