Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.062 [0.061,0.063]",0.000e+00,***,Creatinine
XS-VLDL-PL%,"0.023 [0.022,0.024]",0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,"0.022 [0.022,0.023]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,"0.022 [0.021,0.023]",0.000e+00,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-PL%,"0.021 [0.019,0.022]",1.085e-303,***,Phospholipids to Total-Lipids in Large VLDL percentage
GlycA,"0.020 [0.019,0.021]",0.000e+00,***,Glycoprotein Acetyls
M-HDL-TG%,"0.020 [0.019,0.020]",0.000e+00,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,"0.019 [0.019,0.020]",0.000e+00,***,Triglycerides to Total-Lipids in Large HDL percentage
IDL-TG%,"0.019 [0.018,0.020]",0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
Citrate,"0.018 [0.017,0.019]",0.000e+00,***,Citrate
L-LDL-TG%,"0.018 [0.018,0.019]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,"0.018 [0.017,0.019]",0.000e+00,***,Phospholipids to Total-Lipids in Medium HDL percentage
TG/PG,"0.018 [0.017,0.019]",0.000e+00,***,Triglycerides to Phosphoglycerides ratio
M-LDL-TG%,"0.017 [0.016,0.018]",0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"0.017 [0.016,0.018]",0.000e+00,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-PL%,"0.017 [0.016,0.017]",0.000e+00,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,"0.015 [0.014,0.015]",3.491e-246,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,"0.014 [0.014,0.015]",3.474e-232,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
