Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"14.154 [6.559,21.749]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"11.785 [4.463,19.106]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,"8.938 [1.617,16.259]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
VLDL-CE,"4.657 [-2.997,12.312]",1.000,,Cholesteryl Esters in VLDL
Total-CE,"3.107 [-4.511,10.725]",1.000,,Total-Esterified Cholesterol
Omega-6,"-2.332 [-9.835,5.171]",1.000,,Omega-6 Fatty Acids
PUFA,"-2.454 [-9.980,5.072]",1.000,,Polyunsaturated Fatty Acids
M-LDL-TG%,"-11.741 [-19.265,-4.217]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-19.433 [-27.256,-11.609]",0.259,,Glycoprotein Acetyls
L-HDL-PL%,"-22.325 [-29.787,-14.864]",0.001,**,Phospholipids to Total-Lipids in Large HDL percentage
