Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"1.340 [1.314,1.366]",0.000e+00,***,Glycoprotein Acetyls
XS-VLDL-PL%,"0.587 [0.561,0.613]",0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,"0.492 [0.466,0.518]",3.979e-289,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,"0.448 [0.421,0.475]",1.914e-223,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC,"0.357 [0.324,0.391]",3.875e-90,***,Free Cholesterol in Very Large HDL
3-Hydroxybutyrate,"0.318 [0.290,0.347]",2.303e-100,***,3-Hydroxybutyrate
M-HDL-PL%,"0.311 [0.284,0.338]",1.556e-108,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,"0.311 [0.285,0.336]",1.883e-118,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-PL,"0.278 [0.242,0.314]",7.129e-47,***,Phospholipids in Very Large HDL
M-LDL-TG%,"0.273 [0.247,0.299]",9.840e-89,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,"0.272 [0.245,0.299]",4.007e-83,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-FC%,"0.271 [0.241,0.301]",2.796e-66,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-L,"0.260 [0.224,0.296]",3.783e-41,***,Total-Lipids in Very Large HDL
IDL-TG%,"0.258 [0.232,0.284]",7.366e-79,***,Triglycerides to Total-Lipids in IDL percentage
L-VLDL-C%,"0.258 [0.230,0.286]",2.768e-68,***,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,"0.248 [0.220,0.276]",1.589e-62,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,"0.244 [0.214,0.273]",3.349e-54,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,"0.238 [0.212,0.264]",2.252e-65,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-C,"0.236 [0.200,0.272]",1.589e-32,***,Cholesterol in Very Large HDL
XL-HDL-PL%,"0.233 [0.208,0.257]",4.980e-72,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Acetoacetate,"0.210 [0.183,0.237]",1.189e-48,***,Acetoacetate
XXL-VLDL-PL%,"0.209 [0.178,0.240]",5.240e-35,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC%,"0.207 [0.184,0.231]",1.161e-60,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-CE,"0.190 [0.153,0.226]",3.217e-19,***,Cholesteryl Esters in Very Large HDL
LDL-size,"0.182 [0.156,0.208]",3.814e-37,***,Average Diameter for LDL Particles
XS-VLDL-PL,"0.179 [0.151,0.206]",5.401e-32,***,Phospholipids in Very Small VLDL
XL-VLDL-PL%,"0.178 [0.148,0.207]",4.000e-27,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
Pyruvate,"0.175 [0.149,0.201]",3.689e-34,***,Pyruvate
XS-VLDL-FC%,"0.167 [0.143,0.191]",3.915e-37,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C%,"0.165 [0.136,0.194]",1.770e-23,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-FC%,"0.161 [0.136,0.185]",4.874e-32,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-P,"0.151 [0.115,0.188]",5.835e-11,***,Concentration of Very Large HDL Particles
XXL-VLDL-FC%,"0.139 [0.110,0.168]",2.978e-16,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-FC%,"0.135 [0.109,0.161]",1.650e-18,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,"0.134 [0.105,0.163]",1.232e-14,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-FC,"0.131 [0.103,0.159]",4.230e-15,***,Free Cholesterol in Very Small VLDL
XL-VLDL-CE%,"0.131 [0.102,0.159]",8.233e-14,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
ApoB/ApoA1,"0.129 [0.103,0.156]",2.710e-16,***,Apolipoprotein B to Apolipoprotein A1 ratio
