Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"18.729 [18.286,19.172]",0.000e+00,***,Creatinine
L-LDL-TG,"11.875 [11.462,12.288]",0.000e+00,***,Triglycerides in Large LDL
M-LDL-TG,"11.844 [11.440,12.248]",0.000e+00,***,Triglycerides in Medium LDL
LDL-TG,"11.837 [11.428,12.245]",0.000e+00,***,Triglycerides in LDL
S-HDL-TG,"11.765 [11.328,12.201]",0.000e+00,***,Triglycerides in Small HDL
XL-HDL-TG%,"11.157 [10.727,11.588]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-TG,"11.025 [10.604,11.446]",0.000e+00,***,Triglycerides in IDL
MUFA,"10.947 [10.543,11.352]",0.000e+00,***,Monounsaturated Fatty Acids
XS-VLDL-TG,"10.935 [10.514,11.356]",0.000e+00,***,Triglycerides in Very Small VLDL
S-LDL-TG,"10.674 [10.272,11.077]",0.000e+00,***,Triglycerides in Small LDL
MUFA%,"10.247 [9.820,10.673]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-TG,"10.202 [9.779,10.624]",0.000e+00,***,Total-Triglycerides
L-VLDL-PL%,"10.198 [9.666,10.730]",2.442e-301,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-VLDL-TG,"10.155 [9.730,10.580]",0.000e+00,***,Triglycerides in Small VLDL
XL-VLDL-P,"9.988 [9.564,10.413]",0.000e+00,***,Concentration of Very Large VLDL Particles
L-VLDL-PL,"9.946 [9.514,10.378]",0.000e+00,***,Phospholipids in Large VLDL
XL-VLDL-L,"9.937 [9.509,10.365]",0.000e+00,***,Total-Lipids in Very Large VLDL
L-VLDL-FC,"9.914 [9.481,10.346]",0.000e+00,***,Free Cholesterol in Large VLDL
Total-FA,"9.838 [9.434,10.242]",0.000e+00,***,Total-Fatty Acids
VLDL-TG,"9.792 [9.364,10.219]",0.000e+00,***,Triglycerides in VLDL
XL-VLDL-TG,"9.787 [9.365,10.209]",0.000e+00,***,Triglycerides in Very Large VLDL
SFA,"9.750 [9.349,10.151]",0.000e+00,***,Saturated Fatty Acids
XL-VLDL-PL,"9.713 [9.287,10.140]",0.000e+00,***,Phospholipids in Very Large VLDL
GlycA,"9.697 [9.264,10.130]",0.000e+00,***,Glycoprotein Acetyls
XXL-VLDL-CE,"9.695 [9.275,10.116]",0.000e+00,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"9.626 [9.207,10.044]",0.000e+00,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-P,"9.616 [9.192,10.041]",0.000e+00,***,Concentration of Large VLDL Particles
