Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3018,0.5510,Creatinine
Gly,0.2997,0.2315,Glycine
Cholines,0.0990,0.0594,Total-Cholines
Omega-6,0.0492,0.0419,Omega-6 Fatty Acids
HDL-FC,0.0375,0.0234,Free Cholesterol in HDL
M-VLDL-PL%,0.0325,0.0184,Phospholipids to Total-Lipids in Medium VLDL percentage
PC,0.0263,0.0150,Phosphatidylcholines
S-LDL-CE%,0.0165,0.0094,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-PL,0.0263,0.0075,Phospholipids in Very Large HDL
XS-VLDL-CE,0.0187,0.0074,Cholesteryl Esters in Very Small VLDL
Albumin,0.0140,0.0071,Albumin
DHA%,0.0083,0.0044,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,0.0078,0.0035,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA,0.0032,0.0030,Linoleic Acid
Citrate,0.0088,0.0029,Citrate
Omega-6/Omega-3,0.0047,0.0022,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,0.0070,0.0016,Phospholipids to Total-Lipids in Small HDL percentage
GlycA,0.0065,0.0015,Glycoprotein Acetyls
Acetoacetate,0.0032,0.0012,Acetoacetate
LDL-size,0.0033,0.0011,Average Diameter for LDL Particles
L-LDL-CE%,0.0040,0.0010,Cholesteryl Esters to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0017,0.0007,3-Hydroxybutyrate
MUFA%,0.0025,0.0006,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0015,0.0006,Acetone
S-HDL-FC%,0.0033,0.0006,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-PL,0.0020,0.0005,Phospholipids in Large HDL
XL-HDL-PL%,0.0022,0.0004,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,0.0008,0.0004,Phospholipids to Total-Lipids in Very Large VLDL percentage
Acetate,0.0012,0.0003,Acetate
Tyr,0.0015,0.0003,Tyrosine
S-HDL-PL,0.0013,0.0003,Phospholipids in Small HDL
IDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in IDL percentage
Pyruvate,0.0003,0.0001,Pyruvate
Glu-lactate,0.0005,0.0001,Glucose-lactate
XL-VLDL-FC%,0.0005,0.0001,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
LA%,0.0007,0.0001,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-TG,0.0005,9.4066e-05,Triglycerides in Medium HDL
S-HDL-FC,0.0003,5.7442e-05,Free Cholesterol in Small HDL
XS-VLDL-PL%,0.0002,3.8808e-05,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0002,2.8015e-05,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
