Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-L,0.0642,0.0580,Total-Lipids in Very Small VLDL
Citrate,0.0313,0.0514,Citrate
Ile,0.0373,0.0512,Isoleucine
Glu-lactate,0.0898,0.0503,Glucose-lactate
LDL-size,0.0627,0.0447,Average Diameter for LDL Particles
Ala,0.0437,0.0379,Alanine
Pyruvate,0.0302,0.0337,Pyruvate
Tyr,0.0178,0.0329,Tyrosine
Creatinine,0.0370,0.0315,Creatinine
Gln,0.0272,0.0314,Glutamine
IDL-PL%,0.0217,0.0292,Phospholipids to Total-Lipids in IDL percentage
Lactate,0.0230,0.0259,Lactate
IDL-FC%,0.0248,0.0241,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-PL%,0.0167,0.0217,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,0.0153,0.0212,Phospholipids to Total-Lipids in Large LDL percentage
Glu,0.0273,0.0204,Glucose
XXL-VLDL-CE%,0.0267,0.0192,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0225,0.0190,Glycine
Acetate,0.0190,0.0177,Acetate
MUFA%,0.0200,0.0174,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0193,0.0173,Cholesterol to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0195,0.0171,3-Hydroxybutyrate
Leu,0.0185,0.0169,Leucine
Acetone,0.0195,0.0166,Acetone
XS-VLDL-FC%,0.0158,0.0163,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Albumin,0.0133,0.0156,Albumin
Acetoacetate,0.0098,0.0154,Acetoacetate
XL-HDL-CE%,0.0167,0.0144,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Unsaturation,0.0125,0.0138,Degree of Unsaturation
XL-VLDL-CE%,0.0038,0.0134,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
LA%,0.0137,0.0125,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-FC%,0.0142,0.0116,Free Cholesterol to Total-Lipids in Very Large HDL percentage
DHA%,0.0192,0.0106,Docosahexaenoic Acid to Total-Fatty Acids percentage
Sc-ala,0.0037,0.0097,Spectrometer-corrected alanine
L-LDL-FC%,0.0123,0.0094,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0077,0.0080,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-CE%,0.0060,0.0079,Cholesteryl Esters to Total-Lipids in Large LDL percentage
DHA,0.0093,0.0072,Docosahexaenoic Acid
XS-VLDL-PL%,0.0045,0.0069,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,0.0035,0.0068,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,0.0077,0.0064,Average Diameter for VLDL Particles
IDL-CE%,0.0060,0.0062,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-FC%,0.0063,0.0060,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE,0.0032,0.0058,Cholesteryl Esters in Small HDL
S-LDL-PL%,0.0040,0.0058,Phospholipids to Total-Lipids in Small LDL percentage
Omega-3%,0.0055,0.0057,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Phe,0.0022,0.0055,Phenylalanine
XXL-VLDL-PL,0.0012,0.0051,Phospholipids in Chylomicrons and Extremely Large VLDL
Total-BCAA,0.0057,0.0051,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-FC%,0.0017,0.0048,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,0.0017,0.0046,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
GlycA,0.0063,0.0042,Glycoprotein Acetyls
S-LDL-FC,0.0050,0.0041,Free Cholesterol in Small LDL
LDL-L,0.0015,0.0040,Total-Lipids in LDL
M-HDL-PL,0.0018,0.0037,Phospholipids in Medium HDL
His,0.0013,0.0037,Histidine
XS-VLDL-TG%,0.0013,0.0034,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.0072,0.0033,Cholesterol to Total-Lipids in IDL percentage
L-HDL-TG%,0.0058,0.0031,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-PL%,0.0018,0.0031,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-C%,0.0040,0.0029,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-PL%,0.0012,0.0021,Phospholipids to Total-Lipids in Large VLDL percentage
S-VLDL-C%,0.0033,0.0021,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,0.0018,0.0021,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-C%,0.0038,0.0019,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.0030,0.0014,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,0.0007,0.0014,Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG%,0.0005,0.0012,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-FC%,0.0005,0.0012,Free Cholesterol to Total-Lipids in Small VLDL percentage
XXL-VLDL-L,0.0007,0.0011,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-LDL-TG,0.0005,0.0009,Triglycerides in Large LDL
M-HDL-PL%,0.0005,0.0009,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-P,0.0013,0.0009,Concentration of Small HDL Particles
