Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE,0.1142,0.2074,Cholesteryl Esters in IDL
Glu-lactate,0.2100,0.1638,Glucose-lactate
IDL-FC,0.0300,0.0750,Free Cholesterol in IDL
IDL-C,0.0203,0.0537,Cholesterol in IDL
Sc-ala,0.0647,0.0496,Spectrometer-corrected alanine
3-Hydroxybutyrate,0.0648,0.0398,3-Hydroxybutyrate
Glu,0.0417,0.0386,Glucose
IDL-PL,0.0375,0.0270,Phospholipids in IDL
LA,0.0385,0.0269,Linoleic Acid
Phe,0.0210,0.0238,Phenylalanine
Creatinine,0.0290,0.0220,Creatinine
S-LDL-CE%,0.0295,0.0203,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-C%,0.0250,0.0198,Cholesterol to Total-Lipids in Large LDL percentage
Tyr,0.0280,0.0184,Tyrosine
VLDL-PL,0.0022,0.0178,Phospholipids in VLDL
XXL-VLDL-PL%,0.0403,0.0174,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0260,0.0163,Albumin
M-HDL-FC%,0.0020,0.0124,Free Cholesterol to Total-Lipids in Medium HDL percentage
Ile,0.0148,0.0115,Isoleucine
XS-VLDL-CE,0.0132,0.0098,Cholesteryl Esters in Very Small VLDL
L-LDL-FC,0.0093,0.0091,Free Cholesterol in Large LDL
Gln,0.0157,0.0089,Glutamine
IDL-PL%,0.0170,0.0086,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-PL%,0.0015,0.0067,Phospholipids to Total-Lipids in Very Large VLDL percentage
Omega-6,0.0088,0.0063,Omega-6 Fatty Acids
IDL-P,0.0052,0.0059,Concentration of IDL Particles
M-VLDL-CE,0.0025,0.0054,Cholesteryl Esters in Medium VLDL
L-HDL-PL%,0.0020,0.0051,Phospholipids to Total-Lipids in Large HDL percentage
Total-PL,0.0012,0.0048,Total-Phospholipids in Lipoprotein Particles
XXL-VLDL-C%,0.0043,0.0044,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0043,0.0044,Glycine
L-VLDL-PL%,0.0002,0.0044,Phospholipids to Total-Lipids in Large VLDL percentage
GlycA,0.0067,0.0042,Glycoprotein Acetyls
S-HDL-FC%,0.0038,0.0041,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-TG,0.0028,0.0041,Triglycerides in Small VLDL
XXL-VLDL-CE%,0.0038,0.0038,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0065,0.0038,Pyruvate
XS-VLDL-FC,0.0032,0.0030,Free Cholesterol in Very Small VLDL
XXL-VLDL-CE,0.0005,0.0030,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,0.0045,0.0021,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.0037,0.0020,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0015,0.0020,Free Cholesterol to Total-Lipids in Large VLDL percentage
Leu,0.0018,0.0020,Leucine
PC,0.0012,0.0017,Phosphatidylcholines
LA%,0.0033,0.0016,Linoleic Acid to Total-Fatty Acids percentage
His,0.0020,0.0015,Histidine
M-VLDL-PL%,0.0010,0.0013,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE%,0.0017,0.0012,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.0040,0.0012,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-FC,0.0008,0.0010,Free Cholesterol in Small LDL
L-LDL-FC%,0.0030,0.0010,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC%,0.0020,0.0009,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0013,0.0008,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-CE,0.0017,0.0008,Cholesteryl Esters in Large LDL
DHA%,0.0008,0.0008,Docosahexaenoic Acid to Total-Fatty Acids percentage
Citrate,0.0017,0.0007,Citrate
S-VLDL-P,0.0012,0.0007,Concentration of Small VLDL Particles
M-HDL-CE%,0.0005,0.0007,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
VLDL-size,0.0007,0.0006,Average Diameter for VLDL Particles
XL-VLDL-C%,0.0007,0.0005,Cholesterol to Total-Lipids in Very Large VLDL percentage
Ala,0.0022,0.0005,Alanine
S-LDL-C%,0.0012,0.0005,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.0003,0.0005,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-CE%,0.0008,0.0003,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Acetoacetate,0.0012,0.0003,Acetoacetate
L-HDL-TG,0.0007,0.0003,Triglycerides in Large HDL
S-HDL-C,0.0005,0.0002,Cholesterol in Small HDL
Total-BCAA,0.0002,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-FC%,0.0007,0.0002,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Total-TG,0.0005,0.0001,Total-Triglycerides
Omega-3,0.0002,0.0001,Omega-3 Fatty Acids
M-VLDL-C%,0.0002,9.4454e-05,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-PL%,0.0002,9.4287e-05,Phospholipids to Total-Lipids in Small VLDL percentage
Unsaturation,0.0002,5.9012e-05,Degree of Unsaturation
XL-HDL-CE%,0.0002,3.7187e-05,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
