Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu-lactate,0.0055,0.0074,Glucose-lactate
MUFA%,0.0068,0.0068,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0050,0.0068,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0047,0.0067,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA%,0.0098,0.0065,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-CE%,0.0078,0.0065,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,0.0115,0.0065,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-CE,0.0088,0.0062,Cholesteryl Esters in Very Small VLDL
XL-VLDL-PL%,0.0062,0.0060,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-VLDL-FC%,0.0033,0.0058,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-CE%,0.0037,0.0054,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-PL%,0.0018,0.0054,Phospholipids to Total-Lipids in Large LDL percentage
Unsaturation,0.0037,0.0052,Degree of Unsaturation
M-VLDL-C,0.0037,0.0051,Cholesterol in Medium VLDL
XL-HDL-TG%,0.0010,0.0049,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-TG%,0.0087,0.0047,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.0083,0.0043,Free Cholesterol to Total-Lipids in Large VLDL percentage
VLDL-size,0.0033,0.0042,Average Diameter for VLDL Particles
M-LDL-C%,0.0052,0.0041,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0042,0.0039,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-C%,0.0047,0.0038,Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3,0.0032,0.0037,Omega-3 Fatty Acids
S-LDL-C%,0.0025,0.0036,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-CE%,0.0025,0.0035,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-TG%,0.0035,0.0035,Triglycerides to Total-Lipids in IDL percentage
M-LDL-PL%,0.0018,0.0034,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-C,0.0022,0.0033,Cholesterol in Small HDL
ApoB/ApoA1,0.0063,0.0032,Apolipoprotein B to Apolipoprotein A1 ratio
Total-L,0.0030,0.0031,Total-Lipids in Lipoprotein Particles
VLDL-CE,0.0058,0.0030,Cholesteryl Esters in VLDL
XL-VLDL-TG%,0.0025,0.0028,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC%,0.0063,0.0028,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0035,0.0027,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG%,0.0020,0.0027,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.0057,0.0023,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.0032,0.0023,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XXL-VLDL-C%,0.0008,0.0021,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-FC%,0.0012,0.0015,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC%,0.0008,0.0015,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-FC%,0.0017,0.0011,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,0.0010,0.0010,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-HDL-FC%,0.0012,0.0007,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,0.0003,0.0002,Triglycerides to Total-Lipids in Large LDL percentage
