Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-FC,0.0087,0.0064,Free Cholesterol in Large HDL
M-HDL-P,0.0047,0.0062,Concentration of Medium HDL Particles
IDL-C%,0.0073,0.0062,Cholesterol to Total-Lipids in IDL percentage
DHA%,0.0033,0.0060,Docosahexaenoic Acid to Total-Fatty Acids percentage
VLDL-size,0.0040,0.0058,Average Diameter for VLDL Particles
XL-VLDL-PL,0.0058,0.0058,Phospholipids in Very Large VLDL
Omega-3,0.0047,0.0054,Omega-3 Fatty Acids
M-LDL-TG,0.0038,0.0048,Triglycerides in Medium LDL
HDL-TG,0.0038,0.0048,Triglycerides in HDL
XS-VLDL-P,0.0033,0.0046,Concentration of Very Small VLDL Particles
XL-VLDL-CE%,0.0022,0.0046,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Omega-6/Omega-3,0.0022,0.0043,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-TG%,0.0032,0.0043,Triglycerides to Total-Lipids in Large VLDL percentage
Omega-6,0.0040,0.0042,Omega-6 Fatty Acids
S-VLDL-TG,0.0058,0.0042,Triglycerides in Small VLDL
SFA,0.0027,0.0042,Saturated Fatty Acids
L-VLDL-FC%,0.0038,0.0041,Free Cholesterol to Total-Lipids in Large VLDL percentage
Sc-ala,0.0012,0.0041,Spectrometer-corrected alanine
Gly,0.0018,0.0040,Glycine
S-HDL-PL,0.0033,0.0037,Phospholipids in Small HDL
IDL-FC,0.0013,0.0037,Free Cholesterol in IDL
XL-HDL-C%,0.0050,0.0036,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-CE%,0.0050,0.0035,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
IDL-C,0.0028,0.0033,Cholesterol in IDL
M-LDL-C%,0.0042,0.0032,Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,0.0012,0.0032,Saturated Fatty Acids to Total-Fatty Acids percentage
ApoB/ApoA1,0.0043,0.0031,Apolipoprotein B to Apolipoprotein A1 ratio
PUFA,0.0005,0.0024,Polyunsaturated Fatty Acids
M-VLDL-CE,0.0015,0.0023,Cholesteryl Esters in Medium VLDL
XXL-VLDL-TG%,0.0010,0.0020,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,0.0010,0.0020,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE,0.0008,0.0019,Cholesteryl Esters in Medium HDL
L-VLDL-FC,0.0007,0.0018,Free Cholesterol in Large VLDL
IDL-P,0.0015,0.0017,Concentration of IDL Particles
XXL-VLDL-TG,0.0005,0.0013,Triglycerides in Chylomicrons and Extremely Large VLDL
M-LDL-TG%,0.0007,0.0013,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.0010,0.0012,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-FC%,0.0008,0.0010,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.0002,0.0009,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-TG%,0.0005,0.0009,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-CE%,0.0002,0.0005,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,0.0013,0.0002,Phospholipids to Total-Lipids in Very Small VLDL percentage
