Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Phe,0.0632,0.0665,Phenylalanine
LDL-size,0.0132,0.0511,Average Diameter for LDL Particles
Acetone,0.0635,0.0460,Acetone
3-Hydroxybutyrate,0.0758,0.0415,3-Hydroxybutyrate
His,0.0300,0.0329,Histidine
Lactate,0.0412,0.0324,Lactate
Omega-3%,0.0298,0.0320,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0408,0.0288,Citrate
L-HDL-TG,0.0395,0.0281,Triglycerides in Large HDL
Glu-lactate,0.0368,0.0279,Glucose-lactate
Ala,0.0180,0.0275,Alanine
Albumin,0.0187,0.0248,Albumin
Acetoacetate,0.0265,0.0244,Acetoacetate
Gln,0.0303,0.0220,Glutamine
IDL-PL%,0.0220,0.0206,Phospholipids to Total-Lipids in IDL percentage
GlycA,0.0255,0.0202,Glycoprotein Acetyls
MUFA%,0.0137,0.0201,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0147,0.0198,Creatinine
IDL-CE%,0.0140,0.0193,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC%,0.0082,0.0182,Free Cholesterol to Total-Lipids in IDL percentage
Ile,0.0180,0.0181,Isoleucine
Tyr,0.0183,0.0161,Tyrosine
Glu,0.0117,0.0158,Glucose
L-LDL-CE%,0.0148,0.0144,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-TG,0.0155,0.0135,Triglycerides in Large LDL
L-HDL-PL%,0.0120,0.0131,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-L,0.0053,0.0118,Total-Lipids in Very Small VLDL
XL-HDL-PL,0.0197,0.0116,Phospholipids in Very Large HDL
Pyruvate,0.0095,0.0115,Pyruvate
LA%,0.0118,0.0113,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0118,0.0105,Leucine
S-HDL-CE%,0.0155,0.0102,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-HDL-FC%,0.0120,0.0102,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-FC%,0.0063,0.0097,Free Cholesterol to Total-Lipids in Small HDL percentage
Unsaturation,0.0093,0.0096,Degree of Unsaturation
XL-HDL-P,0.0148,0.0095,Concentration of Very Large HDL Particles
Acetate,0.0107,0.0094,Acetate
L-LDL-PL%,0.0033,0.0088,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0058,0.0084,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,0.0067,0.0080,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0060,0.0077,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0068,0.0072,Valine
XL-HDL-FC%,0.0132,0.0068,Free Cholesterol to Total-Lipids in Very Large HDL percentage
