Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.580 [0.576 - 0.583],0.557 [0.555 - 0.559],0.556 [0.550 - 0.562],0.557 [0.555 - 0.559],0.137 [0.135 - 0.138],0.114 [0.107 - 0.120],0.220 [0.217 - 0.222]
Demographic,0.659 [0.655 - 0.663],0.613 [0.611 - 0.616],0.615 [0.608 - 0.622],0.613 [0.611 - 0.615],0.167 [0.165 - 0.169],0.229 [0.221 - 0.236],0.263 [0.260 - 0.266]
Metabolite+Demographic,0.659 [0.655 - 0.663],0.614 [0.612 - 0.617],0.615 [0.607 - 0.621],0.614 [0.612 - 0.617],0.167 [0.165 - 0.169],0.229 [0.222 - 0.235],0.263 [0.260 - 0.266]
