Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.530 [0.523 - 0.539],0.521 [0.519 - 0.522],0.520 [0.506 - 0.537],0.521 [0.519 - 0.522],0.022 [0.022 - 0.023],0.041 [0.027 - 0.058],0.043 [0.041 - 0.045]
Demographic,0.548 [0.542 - 0.554],0.532 [0.530 - 0.535],0.532 [0.519 - 0.547],0.532 [0.530 - 0.535],0.023 [0.023 - 0.024],0.064 [0.052 - 0.079],0.045 [0.043 - 0.047]
Metabolite+Demographic,0.553 [0.547 - 0.559],0.538 [0.536 - 0.541],0.539 [0.527 - 0.550],0.538 [0.536 - 0.541],0.024 [0.023 - 0.025],0.078 [0.065 - 0.089],0.046 [0.044 - 0.048]
