Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.589 [0.568 - 0.610],0.568 [0.565 - 0.570],0.566 [0.532 - 0.609],0.568 [0.565 - 0.570],0.005 [0.005 - 0.006],0.135 [0.100 - 0.177],0.011 [0.010 - 0.012]
Demographic,0.603 [0.581 - 0.623],0.578 [0.575 - 0.581],0.577 [0.540 - 0.609],0.578 [0.575 - 0.581],0.006 [0.005 - 0.006],0.156 [0.117 - 0.187],0.011 [0.010 - 0.012]
Metabolite+Demographic,0.591 [0.574 - 0.614],0.560 [0.557 - 0.562],0.562 [0.527 - 0.591],0.560 [0.557 - 0.562],0.005 [0.005 - 0.006],0.122 [0.087 - 0.152],0.010 [0.009 - 0.011]
