Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.705 [0.698 - 0.711],0.648 [0.646 - 0.650],0.649 [0.639 - 0.658],0.648 [0.646 - 0.650],0.058 [0.056 - 0.060],0.297 [0.287 - 0.307],0.107 [0.104 - 0.110]
Demographic,0.730 [0.725 - 0.736],0.671 [0.669 - 0.673],0.672 [0.662 - 0.681],0.671 [0.669 - 0.673],0.064 [0.062 - 0.066],0.343 [0.333 - 0.353],0.117 [0.114 - 0.121]
Metabolite+Demographic,0.753 [0.747 - 0.759],0.688 [0.686 - 0.690],0.690 [0.679 - 0.701],0.688 [0.686 - 0.690],0.069 [0.067 - 0.071],0.378 [0.366 - 0.389],0.126 [0.122 - 0.129]
