Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.612 [0.591 - 0.631],0.580 [0.578 - 0.582],0.577 [0.537 - 0.617],0.580 [0.578 - 0.582],0.005 [0.004 - 0.005],0.157 [0.117 - 0.197],0.009 [0.009 - 0.010]
Demographic,0.668 [0.654 - 0.690],0.619 [0.617 - 0.621],0.618 [0.590 - 0.661],0.619 [0.617 - 0.621],0.006 [0.005 - 0.006],0.238 [0.210 - 0.280],0.011 [0.010 - 0.012]
Metabolite+Demographic,0.685 [0.669 - 0.703],0.636 [0.634 - 0.638],0.636 [0.607 - 0.672],0.636 [0.634 - 0.638],0.006 [0.006 - 0.007],0.272 [0.244 - 0.307],0.012 [0.011 - 0.013]
