Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.547 [0.498 - 0.602],0.540 [0.538 - 0.543],0.534 [0.458 - 0.634],0.540 [0.538 - 0.543],0.001 [0.001 - 0.001],0.074 [-0.001 - 0.174],0.001 [0.001 - 0.002]
Demographic,0.621 [0.576 - 0.675],0.598 [0.596 - 0.600],0.598 [0.510 - 0.698],0.598 [0.596 - 0.600],0.001 [0.001 - 0.001],0.196 [0.108 - 0.296],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.644 [0.592 - 0.690],0.615 [0.614 - 0.617],0.614 [0.516 - 0.699],0.615 [0.614 - 0.617],0.001 [0.001 - 0.001],0.229 [0.132 - 0.314],0.002 [0.002 - 0.002]
