Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.481 [0.468 - 0.493],0.485 [0.483 - 0.487],0.485 [0.461 - 0.503],0.485 [0.483 - 0.487],0.010 [0.009 - 0.011],-0.030 [-0.053 - -0.011],0.019 [0.018 - 0.021]
Demographic,0.679 [0.670 - 0.687],0.642 [0.640 - 0.644],0.640 [0.627 - 0.661],0.642 [0.640 - 0.644],0.019 [0.018 - 0.019],0.282 [0.268 - 0.302],0.036 [0.035 - 0.038]
Metabolite+Demographic,0.679 [0.669 - 0.687],0.639 [0.638 - 0.642],0.638 [0.624 - 0.659],0.639 [0.637 - 0.642],0.019 [0.018 - 0.019],0.278 [0.264 - 0.298],0.036 [0.035 - 0.038]
