Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.447 [0.418 - 0.473],0.447 [0.444 - 0.449],0.448 [0.393 - 0.491],0.447 [0.444 - 0.449],0.001 [0.001 - 0.002],-0.105 [-0.161 - -0.061],0.003 [0.002 - 0.003]
Demographic,0.531 [0.501 - 0.556],0.520 [0.517 - 0.521],0.521 [0.473 - 0.571],0.520 [0.517 - 0.521],0.002 [0.002 - 0.002],0.040 [-0.006 - 0.090],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.507 [0.480 - 0.532],0.504 [0.503 - 0.507],0.506 [0.465 - 0.555],0.504 [0.502 - 0.507],0.002 [0.001 - 0.002],0.011 [-0.030 - 0.060],0.003 [0.003 - 0.004]
