Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.532 [0.517 - 0.542],0.521 [0.518 - 0.523],0.521 [0.495 - 0.542],0.521 [0.518 - 0.523],0.012 [0.011 - 0.013],0.041 [0.016 - 0.062],0.024 [0.022 - 0.025]
Demographic,0.602 [0.592 - 0.613],0.587 [0.585 - 0.589],0.587 [0.569 - 0.608],0.587 [0.584 - 0.589],0.016 [0.015 - 0.017],0.174 [0.156 - 0.194],0.031 [0.029 - 0.032]
Metabolite+Demographic,0.609 [0.598 - 0.622],0.589 [0.587 - 0.591],0.590 [0.568 - 0.612],0.589 [0.587 - 0.591],0.016 [0.015 - 0.017],0.179 [0.158 - 0.203],0.031 [0.029 - 0.032]
