Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.766 [0.762 - 0.770],0.697 [0.695 - 0.699],0.697 [0.688 - 0.706],0.697 [0.695 - 0.699],0.105 [0.103 - 0.106],0.393 [0.385 - 0.403],0.182 [0.179 - 0.185]
Demographic,0.742 [0.738 - 0.746],0.680 [0.678 - 0.682],0.680 [0.672 - 0.689],0.680 [0.678 - 0.682],0.097 [0.095 - 0.100],0.360 [0.352 - 0.369],0.171 [0.166 - 0.174]
Metabolite+Demographic,0.790 [0.786 - 0.794],0.722 [0.720 - 0.724],0.722 [0.712 - 0.729],0.722 [0.720 - 0.724],0.116 [0.114 - 0.119],0.444 [0.433 - 0.451],0.200 [0.197 - 0.205]
