Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.541 [0.523 - 0.569],0.527 [0.525 - 0.529],0.533 [0.490 - 0.586],0.527 [0.525 - 0.529],0.002 [0.002 - 0.003],0.058 [0.016 - 0.113],0.005 [0.004 - 0.006]
Demographic,0.678 [0.658 - 0.696],0.623 [0.621 - 0.625],0.629 [0.587 - 0.663],0.623 [0.621 - 0.625],0.004 [0.003 - 0.004],0.252 [0.210 - 0.287],0.007 [0.006 - 0.008]
Metabolite+Demographic,0.674 [0.653 - 0.694],0.616 [0.614 - 0.619],0.615 [0.576 - 0.664],0.616 [0.614 - 0.619],0.003 [0.003 - 0.004],0.231 [0.194 - 0.279],0.007 [0.006 - 0.008]
