Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.660 [0.633 - 0.692],0.611 [0.609 - 0.613],0.610 [0.555 - 0.663],0.611 [0.609 - 0.613],0.002 [0.002 - 0.003],0.221 [0.167 - 0.273],0.005 [0.004 - 0.005]
Demographic,0.746 [0.725 - 0.768],0.681 [0.679 - 0.683],0.683 [0.638 - 0.736],0.681 [0.679 - 0.683],0.003 [0.003 - 0.004],0.364 [0.318 - 0.417],0.007 [0.006 - 0.007]
Metabolite+Demographic,0.764 [0.742 - 0.783],0.702 [0.701 - 0.704],0.704 [0.656 - 0.747],0.703 [0.701 - 0.704],0.004 [0.003 - 0.004],0.406 [0.359 - 0.450],0.007 [0.006 - 0.008]
