Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.738 [0.687 - 0.784],0.685 [0.683 - 0.688],0.688 [0.616 - 0.754],0.686 [0.683 - 0.688],0.002 [0.002 - 0.002],0.373 [0.301 - 0.440],0.004 [0.003 - 0.005]
Demographic,0.791 [0.754 - 0.830],0.706 [0.704 - 0.708],0.708 [0.644 - 0.776],0.706 [0.704 - 0.708],0.002 [0.002 - 0.003],0.414 [0.351 - 0.481],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.813 [0.776 - 0.850],0.730 [0.728 - 0.733],0.742 [0.673 - 0.802],0.730 [0.728 - 0.733],0.002 [0.002 - 0.003],0.472 [0.403 - 0.533],0.005 [0.004 - 0.006]
