Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.692 [0.670 - 0.715],0.633 [0.631 - 0.634],0.637 [0.581 - 0.681],0.633 [0.631 - 0.634],0.003 [0.003 - 0.004],0.269 [0.214 - 0.315],0.006 [0.005 - 0.007]
Demographic,0.686 [0.660 - 0.718],0.623 [0.620 - 0.625],0.627 [0.572 - 0.687],0.623 [0.620 - 0.625],0.003 [0.003 - 0.003],0.249 [0.194 - 0.311],0.006 [0.005 - 0.007]
Metabolite+Demographic,0.740 [0.718 - 0.767],0.663 [0.661 - 0.664],0.660 [0.604 - 0.713],0.663 [0.661 - 0.664],0.004 [0.003 - 0.004],0.323 [0.267 - 0.376],0.007 [0.006 - 0.008]
