Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.649 [0.625 - 0.669],0.610 [0.609 - 0.612],0.610 [0.570 - 0.651],0.610 [0.608 - 0.612],0.004 [0.003 - 0.004],0.220 [0.180 - 0.261],0.008 [0.007 - 0.008]
Demographic,0.765 [0.745 - 0.788],0.715 [0.713 - 0.717],0.715 [0.671 - 0.747],0.715 [0.713 - 0.717],0.006 [0.005 - 0.007],0.429 [0.385 - 0.461],0.012 [0.011 - 0.013]
Metabolite+Demographic,0.767 [0.743 - 0.789],0.724 [0.723 - 0.727],0.727 [0.683 - 0.762],0.724 [0.722 - 0.727],0.006 [0.006 - 0.007],0.451 [0.408 - 0.486],0.012 [0.011 - 0.013]
