Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.652 [0.640 - 0.664],0.608 [0.605 - 0.609],0.608 [0.588 - 0.626],0.608 [0.605 - 0.609],0.016 [0.015 - 0.016],0.215 [0.195 - 0.234],0.031 [0.029 - 0.032]
Demographic,0.757 [0.747 - 0.766],0.694 [0.692 - 0.696],0.693 [0.677 - 0.714],0.694 [0.692 - 0.696],0.023 [0.022 - 0.024],0.387 [0.370 - 0.408],0.044 [0.042 - 0.047]
Metabolite+Demographic,0.758 [0.748 - 0.767],0.695 [0.693 - 0.697],0.695 [0.677 - 0.716],0.695 [0.693 - 0.697],0.023 [0.022 - 0.024],0.391 [0.372 - 0.412],0.045 [0.042 - 0.047]
