Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.514 [0.466 - 0.553],0.518 [0.516 - 0.520],0.509 [0.427 - 0.588],0.518 [0.516 - 0.520],0.001 [0.000 - 0.001],0.028 [-0.055 - 0.107],0.001 [0.001 - 0.001]
Demographic,0.630 [0.591 - 0.678],0.609 [0.607 - 0.611],0.602 [0.522 - 0.683],0.609 [0.607 - 0.611],0.001 [0.001 - 0.001],0.211 [0.132 - 0.292],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.605 [0.558 - 0.653],0.582 [0.579 - 0.584],0.574 [0.498 - 0.668],0.582 [0.579 - 0.584],0.001 [0.001 - 0.001],0.156 [0.080 - 0.250],0.001 [0.001 - 0.002]
