Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.635 [0.618 - 0.657],0.600 [0.598 - 0.602],0.600 [0.567 - 0.635],0.600 [0.598 - 0.602],0.005 [0.005 - 0.006],0.200 [0.167 - 0.235],0.011 [0.010 - 0.011]
Demographic,0.820 [0.807 - 0.838],0.765 [0.763 - 0.767],0.767 [0.739 - 0.800],0.765 [0.763 - 0.767],0.011 [0.011 - 0.012],0.531 [0.502 - 0.565],0.023 [0.021 - 0.024]
Metabolite+Demographic,0.819 [0.806 - 0.836],0.757 [0.756 - 0.759],0.761 [0.731 - 0.794],0.757 [0.756 - 0.759],0.011 [0.010 - 0.012],0.518 [0.488 - 0.551],0.022 [0.020 - 0.023]
