Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.588 [0.543 - 0.638],0.586 [0.583 - 0.588],0.585 [0.512 - 0.659],0.586 [0.583 - 0.588],0.002 [0.001 - 0.002],0.171 [0.099 - 0.245],0.003 [0.003 - 0.004]
Demographic,0.729 [0.686 - 0.760],0.679 [0.677 - 0.681],0.685 [0.604 - 0.747],0.679 [0.677 - 0.681],0.003 [0.002 - 0.003],0.363 [0.282 - 0.424],0.005 [0.004 - 0.006]
Metabolite+Demographic,0.726 [0.682 - 0.753],0.675 [0.673 - 0.677],0.678 [0.605 - 0.740],0.675 [0.673 - 0.678],0.002 [0.002 - 0.003],0.353 [0.280 - 0.414],0.005 [0.004 - 0.006]
