Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.606 [0.545 - 0.652],0.574 [0.572 - 0.576],0.577 [0.471 - 0.661],0.574 [0.572 - 0.576],0.001 [0.001 - 0.001],0.151 [0.046 - 0.235],0.001 [0.001 - 0.002]
Demographic,0.660 [0.620 - 0.700],0.610 [0.608 - 0.612],0.609 [0.533 - 0.694],0.610 [0.608 - 0.612],0.001 [0.001 - 0.001],0.218 [0.142 - 0.303],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.686 [0.635 - 0.730],0.624 [0.622 - 0.627],0.626 [0.541 - 0.721],0.624 [0.622 - 0.627],0.001 [0.001 - 0.001],0.251 [0.166 - 0.345],0.002 [0.001 - 0.002]
