Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.489 [0.477 - 0.501],0.501 [0.499 - 0.503],0.501 [0.475 - 0.523],0.501 [0.499 - 0.503],0.009 [0.009 - 0.010],0.001 [-0.024 - 0.025],0.018 [0.017 - 0.019]
Demographic,0.526 [0.512 - 0.536],0.510 [0.509 - 0.512],0.510 [0.488 - 0.530],0.510 [0.509 - 0.512],0.010 [0.009 - 0.010],0.020 [-0.002 - 0.040],0.019 [0.018 - 0.020]
Metabolite+Demographic,0.527 [0.513 - 0.542],0.521 [0.520 - 0.523],0.520 [0.494 - 0.544],0.521 [0.520 - 0.523],0.010 [0.009 - 0.010],0.041 [0.016 - 0.066],0.019 [0.018 - 0.020]
