Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.443 [0.394 - 0.483],0.459 [0.457 - 0.461],0.455 [0.364 - 0.529],0.459 [0.457 - 0.461],0.000 [0.000 - 0.001],-0.086 [-0.177 - -0.013],0.001 [0.001 - 0.001]
Demographic,0.443 [0.388 - 0.489],0.468 [0.465 - 0.470],0.472 [0.386 - 0.538],0.468 [0.465 - 0.470],0.001 [0.000 - 0.001],-0.060 [-0.148 - 0.006],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.428 [0.372 - 0.477],0.449 [0.447 - 0.451],0.442 [0.348 - 0.536],0.449 [0.447 - 0.451],0.000 [0.000 - 0.001],-0.109 [-0.202 - -0.014],0.001 [0.001 - 0.001]
