Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.578 [0.558 - 0.598],0.561 [0.559 - 0.563],0.562 [0.533 - 0.595],0.561 [0.559 - 0.563],0.005 [0.005 - 0.006],0.123 [0.094 - 0.155],0.010 [0.009 - 0.011]
Demographic,0.607 [0.587 - 0.627],0.575 [0.573 - 0.577],0.575 [0.539 - 0.613],0.575 [0.573 - 0.577],0.005 [0.005 - 0.006],0.149 [0.114 - 0.188],0.011 [0.010 - 0.011]
Metabolite+Demographic,0.610 [0.589 - 0.630],0.577 [0.576 - 0.580],0.581 [0.543 - 0.611],0.577 [0.576 - 0.580],0.005 [0.005 - 0.006],0.158 [0.120 - 0.188],0.011 [0.010 - 0.011]
